"","X","nid_id","lat","lon","river","purpose","yr_comp","res_age","hydr_hght","max_dis","max_stor","norm_stor","surf_area_km2","res_perim_km","sdi","mean_depth","mean_max_depth_ratio","mean_q","drain_area_km2","catch_surf_area_ratio","rel_depth_perc","lake_vol_m3","elev","reach_code","e2rf1","mean_v","strahler","water","wetlands","urb_grass","lo_urb_dev","hi_urb_dev","industry","for_dec","for_ever","for_mixed","shrub","grass","pasture","crops","orchards","barren","tn_bg_kg_km2_yr","tp_bg_kg_km2_yr","tn_bg_kg_km2_yr_atom","tn_kg_km2_yr","tp_kg_km2_yr","tn_point","tp_point","tn_fert","tp_fert","tn_ag_anml","tp_ag_anml","tn_forest","tp_forest","tn_barren","tp_barren","tn_shrub","tp_shrub","tn_grass","tp_grass","tn_frac","tp_frac","WinT_rcp85","WintT_abs","WinT_hist","SumT_hist","SumT_rcp85","SumT_abs","US_L3CODE","US_L3NAME","Histprecip","RCP85precip","ABSprecip","RESID","STATE","RESINFO","RESNAME1","LONGITUDE","LATITUDE","CLUSID","SHALLOW","MUDFLAT","BKWATER","CONN_BW","CONN_TR","N_STRUC","SHAL_LZ","DIST_RZ","X_NUTRI","ALGAE","SEDIMEN","SHOREER","NOCOVES","SHOREHO","SUBSTHO","X_MACRO","N_MACRO","NN_PLNT","NN_ANIM","DEEP_LZ","N_SHADE","N_ALLOC","WS_AGRI","WS_ANIM","WS_LOGS","WS_MINE","WS_URBN","N_NUTRI","IN_TURB","OR_TURB","VAR_TUR","VAR_DO2","O_STRAT","HI_TEMP","LO_TEMP","T_STRAT","DESTRAT","THERMAL","CONTAMN","POLL_PS","POLLNPS","HYDROGR","RESIDUP","LOWRETE","LOWSTOR","WL_SEAS","WL_DROP","WL_LONG","WLSHORT","WL_FAST","DIST_UP","DIST_AD","SS","PreySS","PredSS","PPratio","ExoticSS","Richness","Evenness","NatStock","Nnatstock","IntrodUndes","Fishkills","FishPres","CatchRate","FishSize","CatchVar","AnglerSatis","FreqTourn","RatioFishing","SPP1comp","LargeFish","StockedFish","PopDen","SizeStruc","Condition","GRate","NatMort","R_age1","R_adult","CRA","BAS","PIK","PER","CAT","SUN","MOR","TRT","SAL","distance"
"821",2787,"OK22178",35.645,-97.36167,"DEEP FORK RIVER","C",1986,29,99,82300,190700,27570,7.3652852,33.3394586,3.465442123,104.7799792,1.058383629,NA,271.94895,36.92307692,1.042903505,34007043.6,NA,1.11e+13,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.32,4.33,6.98,27.55,32.67,5.11,29,"Cross Timbers",898.71,870.22,-28.49,"OK18","OK",18,"Arcadia",-97.36167,35.645,"SPL                5",1.35985996,1,2,2,2,3,2,2,4,1,3,4,3,3,3,0,5,0,5,1,4,2,1,1,0,0,4,1,4,1,4,1,3,1.55235445,0.608485039,3,1,0,2,0,2,4,1,3,1,3,2,1,1,3,4,0,2,3,2,2,4,2,1,2,3,1,1,2,3,3,2,3,1,2,2,2,1,3,3,3,3,3,3,3,0,0,0,0,1,0,0,0,0,0
"822",2788,"OK22194",34.3144,-95.875,"MCGEE CR","C",1978,37,186,47315,260000,113930,15.4185366,108.1935261,7.77274801,68.24131316,0.36688878,113.393,461.01822,29.90026247,0.469446819,140530376.4,NA,1.11e+13,36517,1.03,1,2.6,0,0,0,0,0.1,40.9,6.4,13.5,0.1,15,20.4,0.4,0,0.6,52,9,86,301,32,2,2,12,10,10,35,24,34,1,2,0,0,3,17,0.73933,0.78527,12.8,4.19,8.61,27.85,33,5.15,36,"Ouachita Mountains",1362.21,1345.45,-16.76,"OK76","OK",76,"McGee Creek Lake",-95.87519,34.31404,"SAP                1",0.370163029,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,2,0,0,3,0,0,1,1,1,0,0,1,1,1,3,0,2,0.180733807,0.633617283,1,1,0,3,0,1,0,0,0,2,2,2,2,0,1,0,1,3,3,3,3,1,4,3,4,1,1,2,4,4,4,3,4,4,4,2,2,1,4,4,4,4,2,3,3,0,1,0,0,0,0,0,0,0,0.043595532956169
"823",2789,"OK22226",35.4028,-97.0967,"N CANADIAN RIVER","C",1994,21,54,60898,40735,14065,4.62151412,22.72799383,2.982385999,35.66979552,0.660551769,NA,99.714615,21.57618214,0.44819714,17348896.2,NA,1.11e+13,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.68,4.31,7.37,27.44,32.57,5.13,29,"Cross Timbers",898.71,870.22,-28.49,"OK121","OK",121,"Wes Watkins Lake",-97.0967,35.4028,"SPL                1",2.452349922,2,2,2,2,1,3,1,2,0,2,3,2,2,2,1,1,0,0,0,2,3,1,1,0,0,1,1,2,0,1,0,2,0.907897682,0.518664357,2,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,2,3,1,3,3,4,1,1,1,2,2,4,3,2,3,3,2,3,1,2,3,3,3,3,1,2,0,1,0,0,0,0,0,0,0,0
"824",2790,"OK30072",36.48,-95.0059,"NEOSHO","HC",1940,75,15,-99,2197000,1680000,156.2838314,765.0421581,17.2632768,56.88964065,3.79264271,81.0552,-253.81902,-1.624090329,0.122924024,2072246400,NA,1.11e+13,35211,0.89,1,0.7,1.6,0.1,0,0,0.1,5.7,0.1,0.4,0.1,0.8,64.3,26.1,0,0,42,14,83,999,108,1,1,74,41,10,56,1,2,0,0,0,0,0,0,0.63178,0.13252,10.95,4.3,6.65,26.8,32.09,5.29,39,"Ozark Highlands",1142.71,1180.65,37.94,"OK97","OK",97,"Grand Lake",-95.0417,36.4681,"SAP                3",0.423908098,1,2,2,0,1,0,3,3,0,3,4,3,4,3,0,4,0,1,0,2,0,3,3,0,3,2,0,2,2,0,1,3,1.524161336,0.386576741,3,0,0,4,3,2,4,1,2,1,2,3,3,3,3,2,2,3,3,3,3,2,3,3,1,2,2,3,4,3,3,3,3,4,3,1,2,1,3,3,3,3,3,3,3,0,1,0,0,0,0,0,0,0,3.46955275991676
"825",2809,"OR00021",42.35389,-122.32,"LITTLE BUTTE CREEK","IHCR",1907,108,28,1700,9397,7897,1.86560246,9.95946926,2.056939574,20.38390114,0.727996469,12.5124,62.15976,33.31887202,0.403123722,9740791.56,1412.4,1.71e+13,55865,0.41,1,2.4,0,0,0,0,0.2,0.9,91.2,0.1,1.5,1.3,0,0,0,2.4,116,11,121,182,4,0,1,0,0,0,0,79,91,8,4,1,2,1,3,0.49439,0.16993,3.95,3.7,0.26,14.49,19.59,5.1,4,"Cascades",1710.35,1784.28,73.94,"OR93","OR",93,"Fish Lake",-122.332006,42.388219,"WMT                2",2,1,2,0,0,3,1,1,2,3,1,1,1,1,1,0,2,1,5,0,1,3,0,1,1,1,0,1,1,0,0,1,1,2,0,2,1,1,0,0,1,1,0,1,1,1,2,2,0,0,1,1,4,5,1,5,5,1,1,3,1,5,2,3,3,3,2,3,1,5,4,3,4,3,3,3,2,3,2,2,0,0,0,0,0,0,0,1,0,3.93942353477038
"826",2847,"OR00581",42.16333,-122.6,"EMIGRANT CREEK","IRC",1923,92,190,10280,46700,39000,3.26176916,21.32139408,3.330303987,57.94031364,0.304949019,5.1372,160.57938,49.23076923,0.866592316,48105720,NA,1.71e+13,55867,0.34,1,0.6,0.7,0,0,0,0.6,1.5,73.8,9.3,1,8.2,3.9,0.1,0,0.3,106,10,110,82,18,21,10,4,3,3,7,58,65,1,1,1,1,3,13,0.44333,0.20765,7.64,3.62,4.02,18.95,23.94,4.99,78,"Klamath Mountains/California High North Coast Range",1555.64,1626.68,71.04,"OR29","OR",29,"Emigrant Lake",-122.6052,42.16177,"WMT                2",1,1,1,0,0,2,0,1,1,1,2,2,1,1,2,0,3,0,5,0,2,0,1,1,1,1,1,1,3,1,2,1,2,3,0,1,1,1,5,1,2,0,0,0,0,0,4,0,0,0,2,1,4,4,3,2,5,4,2,2,2,5,2,3,3,3,3,3,3,3,2,3,1,2,3,3,3,3,3,4,1,0,0,0,0,0,0,0,0,0.463346452863561
"827",2857,"OR00612",42.66833,-122.67,"ROGUE RIVER","CHSR",1976,39,332,158000,5e+05,465000,13.8807298,46.92303577,3.552833399,145.7722601,0.439073073,1853.73,1745.65326,125.7609329,1.056888908,573568200,570.6,1.71e+13,53797,1.61,4,0.8,0.2,0,0,0,0,0.7,86.7,3,1.8,2.3,0.1,0,0,4.4,125,13,129,343,19,0,1,0,0,0,0,72,75,15,17,1,2,1,5,0.88685,0.77917,8.73,3.6,5.13,19.01,23.99,4.98,78,"Klamath Mountains/California High North Coast Range",1555.64,1626.68,71.04,"OR88","OR",88,"Lost Creek Reservoir",-122.67,42.66833,"WMT                2",0,0,3,0,0,5,0,1,2,4,1,2,1,2,1,0,3,0,4,4,2,1,1,1,3,1,1,1,1,0,0,1,3,1,0,3,0,0,1,1,1,1,0,0,0,2,1,0,0,1,2,2,3,2,4,2,4,3,2,3,3,4,2,3,3,2.8,3,3,4,2,2,3,4,3,3,3,2,3,2,3,0,0,0,0,0,0,0,1,0,0
"828",2861,"OR00624",42.055,-123.1133,"APPLEGATE RIVER","ICR",1980,35,235,93800,89300,82200,4.21278126,31.12870625,4.278302687,85.78270413,0.365032784,333.1,577.56777,137.0989433,1.128953048,101392056,NA,1.71e+13,54010,1.03,3,0.6,0.2,0,0,0,0,2.2,81,6.3,1.8,7.8,0.2,0,0,0.1,89,10,93,178,19,3,2,0,0,0,0,77,81,0,0,1,2,4,14,0.81912,0.68904,8.62,3.51,5.11,19,23.81,4.8,78,"Klamath Mountains/California High North Coast Range",1555.64,1626.68,71.04,"OR4","OR",4,"Applegate Reservoir",-123.1133,42.055,"WMT                2",0,0,3,0,0,4,0,1,1,1,2,2,1,2,2,0,3,0,4,3,1,1,0,1,2,2,1.114982089,1,1,0,0,0,2,1,0,2,0,0,2,1,1,1,0,0,0,2,2,1,1,1,2,1,3,2,4,2,4,3,2,3,3,3,2,3,3,3,3,3,3,4,2,2,4,3,3,3,3,3,2,3,0,0,0,0,0,0,0,1,0,0
"829",2876,"OR10013",42.16333,-122.4542,"KEENE CREEK","IRH",1921,94,44,2700,25100,16200,3.5612368,12.39819426,1.853330622,28.52266179,0.648242313,NA,31.07988,8.727272727,0.408272595,19982376,NA,1.8e+13,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.93,3.65,1.28,16.58,21.61,5.04,4,"Cascades",1710.35,1784.28,73.94,"OR46","OR",46,"Hyatt Lake",-122.468,42.1716,"WMT                2",0,0,1,0,0,2,0,1,1,0,1,1,1,0,0,0,0,1,3,0,2,1,0,1,2,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,2,1,0,0,1,1,5,2,5,1,2,2,1,3,1,4,3,3,5,2,3,3,1,5,1,4,4,2,3,3,2,3,2,2,0,0,0,0,0,0,0,1,0,1.46430929659417
"830",2882,"PA00003",40.96,-78.52333,"WEST BRANCH SUSQUEHANNA RIVER","CR",1965,50,102,164000,209000,9500,3.1970194,32.7716957,5.170364593,264.5563547,2.593689752,800.507,945.34635,295.6962025,3.996742467,11718060,354.2,2.05e+12,3252,1.86,2,0.2,0.1,0,1.3,0.1,0.2,57.3,10.7,10.3,0,0,14.7,2.1,0,3.1,89,14,153,653,32,12,27,6,14,4,18,19,42,3,0,0,0,0,0,0.87301,0.80839,4.58,4.65,-0.07,20.25,25.4,5.15,69,"Central Appalachians",1225.78,1305.03,79.25,"PA25","PA",25,"Curwensville Lake",-78.52333,40.96,"SAP                3",3,4,0,0,0,4,2,1,1,1,5,2,4,2,3,0,3,1,2,2,2,0,1,1,2,5,1,3,1,1,1,2,3,1,1,4,1,1,4,1,3,2,0,4,1,1,1,1,1,2,4,1,3,3,3,3,3,2,2,1,3,3,3,3,3,3,3,3,4,4,2,2,1,3,3,3,3,3,3,3,0,1,0,0,0,0,0,0,0,0
"831",2883,"PA00004",40.43333,-78,"RAYSTOWN BRANCH JUNIATA RIVER","CR",1973,42,216,301000,871000,514000,33.588938,200.7196264,9.76982073,104.9395181,0.485831102,1381.59,2486.3904,74.02409639,0.489104358,634008720,239.6,2.05e+12,61230,1.85,3,1.9,0.2,0,0.5,0,0.7,60.1,2,5.3,0,0,24.2,4.5,0,0.6,58,8,107,509,26,8,14,13,18,15,41,15,27,1,1,0,0,0,0,0.91177,0.89192,5.59,4.55,1.04,21.27,26.38,5.11,67,"Ridge and Valley",1175.45,1253.37,77.91,"PA91","PA",91,"Raystown Lake",-78,40.43333,"SAP                4",0,1,1,1,2,2,1,2,3,2,3,3,2,1,1,3,1,2,2,3,1,1,4,4,2,3,2,1,1,1,1,1,2,1,1,2,1,0,2,2,4,1,3,0,0,1,1,0,1,0,3,1,3,4,4,3,4,4,4,1,5,4,1,4,3,4,4,2,5,2,1,3,4,3,3,3,4,3,3,3,0,0,0,0,0,0,1,0,0,0
"832",2884,"PA00005",41.045,-77.61,"BALD EAGLE CREEK","CR",1969,46,74,203000,186000,28800,7.0010678,NA,NA,107.514204,1.452894649,NA,878.00661,125.4104046,1.097600523,35524224,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.94,4.69,0.25,20.78,25.92,5.14,67,"Ridge and Valley",1175.45,1253.37,77.91,"PA33","PA",33,"Foster Joeseph Sayers Lake",-77.61,41.045,"SAP                3",2,4,1,1,1,5,3,1,3,3,2,1,1,4,4,1,4,1,2,1,2,1,3,2,2,2,2,0,2,2,3,3,3,2,1,4,3,1,2,2,3,5,0,3,1,5,5,1,3,3,3,1,5,4,4,4,3,3,3,1,2,3,3,5,5,3.3,3.9,3.8,3.5,3.5,2,2,1,5,3,3,4,4,3,3,1,0,0,0,0,0,0,0,0,0
"833",2885,"PA00006",41.695,-75.485,"LACKAWANNA RIVER","CSR",1960,55,61,37780,17000,12000,1.70777492,NA,NA,40.28426771,0.660397831,NA,95.82963,56.11374408,0.832685037,14801760,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.37,4.9,-2.53,18.3,23.41,5.11,60,"Northern Allegheny Plateau",1056.7,1156.05,99.35,"PA100","PA",100,"Stillwater Lake",-75.485,41.695,"NAP                1",1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,2,2,1,1,2,1,1,2,1,1,0,0,1,2,2,1,1,3,1,1,3,1,1,2,1,2,1,1,2,2,4,1,1,4,4,2,1,2,2,2,2,1,2,3,1,1,1,1,2,2,2,3,3,1,2,2,2,1,2,3,3,3,3,2,2,0,1,0,0,0,0,0,0,0,0
"834",2886,"PA00010",40.84778,-75.63825,"POHOPOCO CREEK","CSR",1969,46,172,47000,103625,41220,3.83237642,22.52647265,3.24604102,109.4242472,0.636187484,276.691,248.63904,64.87856389,1.50987186,50844045.6,628,2.04e+12,2859,1.46,1,2.9,1.5,0,2.3,0,0.7,54.8,8.1,8.7,0,0,18,2.5,0,0.4,134,11,207,702,24,16,42,10,13,2,7,18,37,0,1,0,0,0,0,0.87799,0.71925,5.47,4.64,0.83,21.25,26.27,5.02,67,"Ridge and Valley",1175.45,1253.37,77.91,"PA14","PA",14,"Beltzville Lake",-75.63825,40.84778,"SAP                1",0,0,5,0,0,4,1,4,1,1,2,5,1,5,5,1,4,1,0,4,5,1,1,1,1,0,3,4,0,0,1,1,3,0,0,5,0,0,1,1,3,0,0,0,0,0,1,1,1,1,1,1,3,2,3,2,1,3,2,1,5,1,1,4,3,3,4,3,4,3,2,3,4,3,4,3,3,3,2,2,0,0,0,1,0,0,0,0,0,0
"835",2887,"PA00011",41.58854,-75.33066,"LACKAWAXEN RIVER","CR",1961,54,127,3200,72800,3500,1.1735894,10.93122276,2.846463023,251.0339065,1.976644933,145.505,155.3994,132.4137931,6.259431605,4317180,1125,2.04e+12,2779,1.14,1,3.6,2.6,0,0.3,0,0.4,52.7,8.1,10.3,0,0,19.8,2,0,0,126,15,195,644,46,9,12,6,11,18,47,18,30,0,0,0,0,0,0,0.84212,0.76838,3.49,4.87,-1.38,19.33,24.42,5.09,60,"Northern Allegheny Plateau",1056.7,1156.05,99.35,"PA88","PA",88,"Prompton Lake",-75.33066,41.58854,"NAP                2",2,2,1,1,0,3,1,2,1,1,2,2,2,1,1,2,2,1,1,2,2,3,1,2,2,1,1,4,2,2,2,1,3,1,1,4,1,1,1,2,3,0,0,2,1,2,2,1,3,2,2,2,3,4,2,2,1,3,2,1,4,1,1,3,2,3,4,3,3,4,3,2,1,4,3,3,3,3,2,3,0,0,0,0,0,1,0,0,0,0
"836",2890,"PA00023",39.7972,-76.0422,"Octoraro Creek","HSFR",1949,66,NA,107300,7670,7670,2.70734934,29.3278123,5.028082678,11.46484662,NA,94.2936,362.5986,133.9312407,0.188216071,9460791.6,85.3,2.05e+12,3387,0.95,1,0.7,1.1,0,1.3,0.1,0.4,18.9,1.7,1.5,0,0,58.8,15.4,0,0.1,85,26,146,1479,192,9,8,35,19,37,71,2,2,0,0,0,0,0,0,0.87615,0.91007,7.01,4.36,2.65,22.95,27.88,4.92,64,"Northern Piedmont",1169.27,1267.91,98.64,"PA121","PA",121,"Chester-Octoraro Reservoir",-76.056833,39.80814,"SAP                4",2,1,0,0,0,3,2,1,5,5,4,1,4,1,1,0,5,1,1,2,2,0,5,5,0,0,1,0,1,2,2,4,5,2,0,5,0,0,0,1,5,0,0,0,0,3,1,0,0,0,5,2,5,5,4,2,5,4,2,1,2,1,1,3,4,3,3,3,4,5,1,3,1,2,5,4,4,3,2,3,0,0,0,0,1,0,0,0,0,1.74523511812861
"837",2891,"PA00091",41.57833,-75.38667,"VAN AUKEN CREEK","R",1860,155,NA,NA,2718,1605,1.05623046,8.661559951,2.377451483,10.4137692,NA,NA,8.805966,8.337164751,0.273709082,1979735.4,1367,2.04e+12,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.35,4.87,-1.52,19.19,24.28,5.09,60,"Northern Allegheny Plateau",1056.7,1156.05,99.35,"PA88","PA",88,"Prompton Lake",-75.33066,41.58854,"NAP                2",2,2,1,1,0,3,1,2,1,1,2,2,2,1,1,2,2,1,1,2,2,3,1,2,2,1,1,4,2,2,2,1,3,1,1,4,1,1,1,2,3,0,0,2,1,2,2,1,3,2,2,2,3,4,2,2,1,3,2,1,4,1,1,3,2,3,4,3,3,4,3,2,1,4,3,3,3,3,2,3,0,0,0,0,0,1,0,0,0,4.80630062047729
"838",2892,"PA00101",40.46667,-79.36667,"CONEMAUGH RIVER","CR",1952,63,136,354000,355000,5140,3.237488,NA,NA,443.7489813,3.262860157,NA,3499.07649,1080.8,6.661835254,6340087.2,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.09,4.51,1.58,21.48,26.63,5.15,70,"Western Allegheny Plateau",1104.79,1184.52,79.73,"PA20","PA",20,"Conemaugh River Lake",-79.36667,40.46667,"SAP                4",1,5,1,1,1,1,1,1,2,1,5,1,4,1,1,1,4,1,1,1,1,1,4,4,4,4,1,4,4,1,1,1,1,1,1,1,1,1,3,4,4,1,2,1,1,1,1,1,1,1,4,3,1,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,1,2,4,3,2,3,2,3,0,1,0,0,0,0,0,0,0,0
"839",2898,"PA00109",39.79833,-79.36833,"YOUGHIOGHENY RIVER","CR",1944,71,177,130500,3e+05,149300,11.4930824,94.98843703,7.904008027,105.6335603,0.596799776,880.329,1124.05566,97.8028169,0.841674676,184158564,438.6,5.02e+12,12283,1.93,2,2.6,2.1,0,0.5,0,0.2,56.4,4.6,10,0,0,20.5,2.4,0,0.7,109,13,175,832,25,5,13,19,18,11,38,15,30,1,1,0,0,0,0,0.77171,0.58013,5.03,4.35,0.68,20.56,25.67,5.11,69,"Central Appalachians",1225.78,1305.03,79.25,"PA118","PA",118,"Youghiogheny River Lake",-79.36833,39.79833,"SAP                3",0,1,1,1,1,4,1,1,1,1,1,1,1,3,1,0,3,1,1,5,1,4,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,3,4,5,1,4,4,5,5,5,3,1,3,1,3,3,3,3,1,2,3,4,1,1,1,4,3,3,3,3,4,4,2,2,1,3,4,3,3,3,3,3,0,1,0,0,0,0,0,0,0,0
"840",2900,"PA00111",41.265,-80.46333,"SHENANGO RIVER","CR",1965,50,64,64000,351000,29920,14.4068216,149.5660752,11.11588127,98.59527927,1.540551239,861.469,1525.50411,105.8876404,0.701669559,36905721.6,896,5.03e+12,12341,1.91,2,4.9,5.2,0.1,3.4,0.3,1.1,36.6,1.4,2.9,0,0,32.2,11.8,0,0.2,61,11,111,619,31,24,32,26,22,11,33,7,13,0,0,0,0,0,0,0.79678,0.59478,5.25,4.73,0.51,21.01,26.21,5.2,61,"Erie Drift Plain",1078.41,1171.73,93.32,"PA95","PA",95,"Shenango Lake",-80.46333,41.265,"NAP                2",3,1,1,1,1,3,3,2,4,2,3,3,3,2,2,1,3,3,3,1,1,1,3,3,1,1,2,1,4,4,2,1,1,2,1,1,1,1,3,1,4,1,2,1,1,3,3,1,1,1,3,2,4,4,4,4,3,4,3,3,4,3,2,4,4,4,3,4,4,4,2,2,1,4,3,3,3,3,3,3,1,0,0,0,0,0,0,0,0,0
"841",2918,"PA00149",41.235,-75.45333,"OAKES SWAMP RUN","R",1895,120,NA,NA,1500,1089,1.0521836,7.616804659,2.09470054,5.769217525,NA,NA,10.0491612,9.550769231,0.151925877,1343259.72,1894,2.04e+12,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.59,4.76,-2.17,18.44,23.5,5.06,62,"North Central Appalachians",1143.26,1246.56,103.3,"PA38","PA",38,"Gouldsboro Lake",-75.45167,41.235,"NAP                2",3,2,1,1,1,4,4,4,1,1,2,1,3,4,2,2,1,2,1,1,3,2,1,1,1,1,2,4,3,3,3,1,4,2,2,4,1,1,1,1,2,0,1,1,1,1,1,1,1,1,1,2,4,4,4,4,1,3,3,5,5,1,1,3,4,4,3,4,3,4,3,3,2,4,4,4,4,3,3,3,1,0,0,0,0,0,0,0,0,0.139167172954935
"842",2920,"PA00176",41.50167,-80.46,"SHENANGO RIVER","CR",1933,82,NA,NA,445000,188000,58.79278208,130.769977,4.811061768,30.63043629,NA,NA,414.3984,7.04845815,0.107907537,231894240,1008,5.03e+12,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.75,4.82,-0.06,20.51,25.73,5.22,61,"Erie Drift Plain",1078.41,1171.73,93.32,"PA89","PA",89,"Pymatuning Lake",-80.46,41.50167,"NAP                2",3,1,1,1,1,3,3,2,3,3,3,3,3,3,3,3,1,3,4,1,1,1,3,2,1,1,2,0,4,3,1,2,3,3,0,2,1,1,2,1,3,1,0,1,1,1,1,0,0,1,3,3,4,4,4,4,4,5,4,4,1,3,4,4,4,4,3,4,4,5,3,3,4,5,4,4,4,3,3,4,0,0,0,1,0,0,0,0,0,0
"843",2925,"PA00229",40.02167,-79.06667,"EAST BRANCH COXES CREEK","R",1956,59,NA,NA,2730,1000,1.02385558,7.953707153,2.217405585,10.79048906,NA,NA,10.35996,10.11857708,0.288059619,1233480,755.9,5.02e+12,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.56,4.4,-0.84,18.85,23.96,5.11,69,"Central Appalachians",1225.78,1305.03,79.25,"PA60","PA",60,"Lake Somerset",-79.0675,40.02111,"SAP                4",3,3,1,1,1,3,2,1,4,1,4,1,1,1,1,4,0,0,0,1,1,1,4,4,1,4,4,0,1,3,1,1,1,1,1,1,1,1,1,1,4,1,3,1,1,1,1,1,1,1,3,3,4,4,4,4,1,3,3,4,1,3,1,5,3,4,3,4,3,4,2,2,1,4,4,4,4,3,3,3,0,1,0,0,0,0,0,0,0,0.0942693253079807
"844",2926,"PA00231",39.78167,-79.22667,"GLADE RUN","R",1965,50,NA,NA,6580,3700,1.214058,NA,NA,21.93328298,NA,NA,9.582963,7.893333333,0.53770556,4563876,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4.34,-0.34,19.25,24.36,5.1,69,"Central Appalachians",1225.78,1305.03,79.25,"PA43","PA",43,"High Point Lake",-79.22667,39.78167,"SAP                1",1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,4,0,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,4,4,4,3,1,3,3,3,1,1,1,5,3,4,3,4,3,4,2,2,1,4,4,3,3,3,3,3,0,1,0,0,0,0,0,0,0,0
"845",2929,"PA00273",40.96333,-80.12,"MUDDY CREEK","R",1968,47,NA,NA,98000,38000,12.949952,72.94874991,5.718454446,30.62492969,NA,NA,137.26947,10.6,0.229880231,46872240,1190,5.03e+12,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.15,4.63,0.52,20.64,25.8,5.16,70,"Western Allegheny Plateau",1104.79,1184.52,79.73,"PA72","PA",72,"Lake Arthur",-80.12,40.96333,"SAP                4",1,1,1,1,1,3,1,1,3,3,2,1,2,1,2,3,1,3,1,1,1,1,3,3,1,3,1,1,2,1,1,1,1,1,1,1,1,1,2,1,3,0,1,1,1,1,0,0,0,0,3,2,4,4,4,4,2,3,3,3,3,3,2,4,4,4,3,4,5,4,2,2,1,4,3,3,4,3,3,3,0,1,0,0,0,0,0,0,0,0
"846",2933,"PA00306",41.31833,-75.21,"EAST BR WALLENPAUPACK CREEK","R",1959,56,NA,NA,4140,1085,1.011715,NA,NA,16.55996198,NA,NA,27.453894,27.136,0.444724283,1338325.8,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.74,4.79,-2.04,18.62,23.66,5.04,62,"North Central Appalachians",1143.26,1246.56,103.3,"PA63","PA",63,"Lower Lake",-75.23528,41.31333,"NAP                2",4,4,1,1,3,5,4,1,1,1,4,1,2,4,4,5,1,2,2,4,1.564668121,2,0,0,1,1,1,5,2,4,1,2,3,2,1,3,2,1,1,1,2,0,5,1,2,1,1,1,2,1,1,1,2,3,2,3,1,3,2,1,4,1,1,3,3,3,4,3,2,3,2,3,1,3,4,3,3,3,3,3,1,0,0,0,0,0,0,0,0,2.18837803028607
