FID,Field1,nid_id,lat,lon,river,purpose,yr_comp,res_age,hydr_hght,max_dis,max_stor,norm_stor,surf_area_,res_perim_,sdi,mean_depth,mean_max_d,mean_q,drain_area,catch_surf,rel_depth_,lake_vol_m,elev,reach_code,e2rf1,mean_v,strahler,water,wetlands,urb_grass,lo_urb_dev,hi_urb_dev,industry,for_dec,for_ever,for_mixed,shrub,grass,pasture,crops,orchards,barren,tn_bg_kg_k,tp_bg_kg_k,tn_bg_kg_1,tn_kg_km2_,tp_kg_km2_,tn_point,tp_point,tn_fert,tp_fert,tn_ag_anml,tp_ag_anml,tn_forest,tp_forest,tn_barren,tp_barren,tn_shrub,tp_shrub,tn_grass,tp_grass,tn_frac,tp_frac,WinT_rcp85,WintT_abs,WinT_hist,SumT_hist,SumT_rcp85,SumT_abs,US_L3CODE,US_L3NAME,Histprecip,RCP85preci,ABSprecip,NAME
1006,2766,OK20510,36.65833,-101.1367,NORTH CANADIAN RIVER,IC,1978,37,113,359000,618500,129000,21.6102324,32.3130315,1.960843245,115.8237041,1.024988532,39.2938,6063.16659,280.5692884,0.673020564,159118920,842.5,1.11E+13,35569,0.42,3,0.1,0,0,0.1,0,0.1,0,0.7,0,2,66,2,28,0,0.1,0,0,1,26,8,7,3,62,26,10,33,0,0,0,0,1,1,7,37,0,0,8.54,4.28,4.26,25.98,31.04,5.06,26,Southwestern Tablelands,450.21,442.99,-7.22,Canadian
1007,2767,OK20511,34.8365,-95.8585,BULL CREEK,CISRO,1943,72,31,0,10620,4525,2.21767928,15.03012684,2.847135703,19.37951755,0.625145728,20.954,44.02983,19.8540146,0.351523363,5581497,218.5,1.11E+13,35538,0.49,1,1.1,0.1,0,0,0,13.3,40.6,1,0.4,0,28,13.8,1,0,0.5,46,11,82,280,22,0,1,19,10,8,29,17,25,1,0,0,0,6,34,0.42436,0.06024,12.34,4.22,8.12,27.53,32.71,5.18,37,Arkansas Valley,1210.94,1212.26,1.32,Canadian
1008,2776,OK21705,35.7333,-96.9167,BELLCOW,CSRO,1990,25,64,31528,41300,1913,4.3301402,0,0,38.59804223,0.60309441,0,84.433674,19.49906542,0.501042887,2359647,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.52,4.32,7.2,27.49,32.65,5.16,29,Cross Timbers,898.71,870.22,-28.49,Canadian
1009,2782,OK22163,35.5583,-96.0222,SOUTH QUAPAW CR,C,1978,37,44,0,3600,1818,1.011715,0,0,14.39996694,0.327271976,0,NA,NA,0.386716768,2242467,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.72,4.28,7.44,27.29,32.52,5.22,29,Cross Timbers,898.71,870.22,-28.49,Canadian
1010,2783,OK22166,34.9083,-97.0194,GADDIS CR,C,1978,37,45,0,4000,2082,1.22215172,0,0,13.24500271,0.294333393,0,NA,NA,0.323630983,2568105,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.97,4.28,7.69,27.56,32.66,5.1,29,Cross Timbers,898.71,870.22,-28.49,Canadian
1011,2784,OK22172,35.375,-96.0194,TIGER CR,C,1978,37,45,0,10800,5349,1.43258844,0,0,30.50840454,0.677964545,0,NA,NA,0.688524468,6597885,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.03,4.26,7.77,27.44,32.65,5.22,29,Cross Timbers,898.71,870.22,-28.49,Canadian
1012,2787,OK22178,35.645,-97.36167,DEEP FORK RIVER,C,1986,29,99,82300,190700,27570,7.3652852,33.3394586,3.465442123,104.7799792,1.058383629,0,271.94895,36.92307692,1.042903505,34007044,NA,1.11E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.32,4.33,6.98,27.55,32.67,5.11,29,Cross Timbers,898.71,870.22,-28.49,Canadian
1013,2789,OK22226,35.4028,-97.0967,N CANADIAN RIVER,C,1994,21,54,60898,40735,14065,4.62151412,22.72799383,2.982385999,35.66979552,0.660551769,0,99.714615,21.57618214,0.44819714,17348896,NA,1.11E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.68,4.31,7.37,27.44,32.57,5.13,29,Cross Timbers,898.71,870.22,-28.49,Canadian
1014,3122,TX00023,35.71333,-101.54,CANADIAN RIVER,SRCH,1965,50,192,61100,2434220,945400,123.2916368,211.4424688,5.371805792,79.89937674,0.416142587,357.353,52369.5978,424.7620298,0.194373559,1166131992,NA,1.11E+13,35477,0.84,4,0.3,0,0,0.1,0,0.1,0.5,9.6,0,16,66,0.9,6,0,0.2,0,0,0,6,0,31,14,14,5,3,8,1,0,1,0,12,16,16,57,0.12822,0.06485,10.26,4.25,6.02,26.14,31.15,5.02,26,Southwestern Tablelands,450.21,442.99,-7.22,Canadian
1015,3260,TX03746,36.025,-102.4983,RITA BLANCA CREEK,C,1940,75,75,0,13600,11507,2.01533628,13.53621749,2.689790487,27.30917425,0.364122323,0,2750.56938,1364.819277,0.519631428,14193654,1183.8,1.11E+13,37383,0,3,0,0,0,0.1,0,0.1,0.1,1.9,0,4,70,5.4,18,0,0.1,1,0,1,14,2,6,5,73,30,9,35,0,0,0,0,0,1,4,29,0,0,8.63,4.22,4.41,24.45,29.44,4.99,25,High Plains,433.48,434.06,0.59,Canadian
1016,3271,TX03890,36.22,-100.6417,WOLF CREEK,C,1939,76,40,145470,2792,753,10.69180412,0,0,1.056772744,0.026419319,0,357.41862,33.42922029,0.00873005,928810,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.78,4.29,4.49,25.79,30.84,5.05,26,Southwestern Tablelands,450.21,442.99,-7.22,Canadian
1017,3332,TX06400,36.3617,-101.1633,PALO DURO CREEK,R,1991,24,128,237500,278500,60900,9.7529326,0,0,115.5599007,0.902811724,0,1585.07388,162.5228216,0.999539938,75118932,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.17,4.26,4.91,25.89,30.93,5.04,26,Southwestern Tablelands,450.21,442.99,-7.22,Canadian
1018,804,IA00003,42.5393,-90.6453,MISSISSIPPI RIVER,N,1937,78,11,326000,0,170000,79.37106518,187.1888649,5.927121057,8.667700491,0.787972772,4534.61,211343.184,2662.723704,0.026280486,209691600,NA,7.1E+12,20337,2.06,5,1,2,0.3,0.9,0,1.5,4,0,0.1,0,4,11.6,74,0,0.1,8,2,18,1903,54,3,9,85,36,6,53,0,1,0,0,0,0,0,2,0.8438,0.74341,3.64,5.5,-1.86,22.62,28.08,5.46,52,Driftless Area,879.43,942.41,62.98,Upper Mississippi
1019,805,IA00004,42.2603,-90.4221,MISSISSIPPI RIVER,N,1938,77,9,32700,0,92000,42.49203,0,0,8.761884647,0.973542739,0,213415.176,5022.47619,0.036308173,113480160,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.67,5.42,-1.75,22.13,27.56,5.43,52,Driftless Area,879.43,942.41,62.98,Upper Mississippi
1020,806,IA00005,41.8972,-90.1547,MISSISSIPPI RIVER,N,1939,76,11,337000,0,192000,117.7757666,0,0,6.597242869,0.599749352,0,221444.145,1880.218534,0.01642083,236828160,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.22,5.34,-1.12,22.76,28.17,5.41,72,Interior River Valleys and Hills,1075.06,1142.37,67.31,Upper Mississippi
1021,807,IA00006,41.5741,-90.4003,MISSISSIPPI RIVER,N,1939,76,11,344000,0,82000,42.289687,0,0,7.846871938,0.713351994,0,228955.116,5413.971292,0.03259417,101145360,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.66,5.25,-0.59,23.3,28.72,5.42,72,Interior River Valleys and Hills,1075.06,1142.37,67.31,Upper Mississippi
1022,808,IA00007,41.5183,-90.5638,MISSISSIPPI RIVER,NH,1934,81,16,345000,0,30000,15.1352564,0,0,8.02137196,0.501335747,0,229214.115,15144.38503,0.055694764,37004400,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.88,5.24,-0.36,23.39,28.81,5.43,72,Interior River Valleys and Hills,1075.06,1142.37,67.31,Upper Mississippi
1023,809,IA00008,41.425,-91.0102,MISSISSIPPI RIVER,N,1937,78,9,379000,0,88000,48.75252242,0,0,7.304706398,0.811634044,0,257445.006,5280.650784,0.028259523,108546240,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.08,5.2,-0.12,23.55,28.97,5.42,72,Interior River Valleys and Hills,1075.06,1142.37,67.31,Upper Mississippi
1024,810,IA00009,41.1917,-91.0568,MISSISSIPPI RIVER,N,1939,76,8,370000,0,50000,33.63750032,0,0,6.015385613,0.751923202,0,257963.004,7668.912416,0.028016393,61674000,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.33,5.13,0.2,23.69,29.09,5.4,72,Interior River Valleys and Hills,1075.06,1142.37,67.31,Upper Mississippi
1025,811,IA00010,40.8816,-91.024,MISSISSIPPI RIVER,N,1937,78,10,406000,0,90000,55.037296,0,0,6.617631867,0.661763187,0,294222.864,5345.882353,0.024095429,111013200,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.49,5.04,0.45,23.81,29.2,5.39,72,Interior River Valleys and Hills,1075.06,1142.37,67.31,Upper Mississippi
1026,812,IA00012,41.7243,-91.5293,IOWA RIVER,CR,1958,57,93,244000,420960,28100,16.389783,109.2961852,7.61576077,103.9405021,1.117639808,27.6,8067.81885,492.2469136,0.693519716,34660788,207.3,7.08E+12,20346,0.56,1,3.3,2.1,0.8,1.2,0,2.1,11.3,0,0.3,0,4,20.4,54,0,0.6,44,6,97,1286,56,4,11,74,27,10,58,1,2,0,0,0,0,0,1,0.84601,0.79962,4.55,5.29,-0.74,23.25,28.7,5.45,47,Western Corn Belt Plains,826.1,873.55,47.45,Upper Mississippi
1027,813,IA00013,41.3695,-92.9803,DES MOINES RIVER,CR,1969,46,104,378000,1624970,189000,61.714615,36.28342272,1.302894131,106.5551652,1.024568896,222.136,31916.44677,517.1619672,0.366387879,233127720,NA,7.1E+12,21077,2.08,2,1.1,2.1,0.3,0.9,0,1.5,4.4,0,0.1,0,4,12.6,73,0,0.1,8,2,19,1796,46,3,8,84,35,7,54,0,1,0,0,0,0,0,2,0.85036,0.74753,4.76,5.16,-0.4,23.7,29.13,5.43,47,Western Corn Belt Plains,826.1,873.55,47.45,Upper Mississippi
1028,814,IA00014,41.7927,-93.7297,BIG CREEK,C,1970,45,75,355,27500,15600,3.5814711,36.28342272,5.408444958,31.07337499,0.414311667,222.136,196.83924,54.96045198,0.443525203,19242288,NA,7.1E+12,20354,1.06,2,1.8,1.4,0.1,0.3,0,2.1,2.6,0,0,0,5,7.9,78,0,0.1,27,4,62,1779,48,2,7,86,44,5,45,0,1,0,0,0,0,0,3,0.76781,0.51416,4.09,5.28,-1.19,23.11,28.55,5.44,47,Western Corn Belt Plains,826.1,873.55,47.45,Upper Mississippi
1029,815,IA00015,41.7818,-93.7405,BIG CREEK DIVERSION CHANNEL,C,1972,43,95,33000,27500,15600,3.5814711,320.5541119,47.78213134,31.07337499,0.327088158,160.305,196.83924,54.96045198,0.443525203,19242288,904,1.03E+13,25859,0.9,2,2.3,5.3,0.2,0.6,0,1.4,8.5,0,0.2,0,12,37.2,32,0,0,20,8,44,604,66,2,2,58,21,16,67,1,3,0,0,0,0,1,7,0.46917,0.15634,4.14,5.27,-1.13,23.16,28.6,5.44,47,Western Corn Belt Plains,826.1,873.55,47.45,Upper Mississippi
1030,817,IA00017,41.7036,-93.6811,DES MOINES RIVER,CSR,1975,40,120,213700,641000,74000,22.3386672,0,0,116.1229218,0.967691015,0,15081.51177,675.1304348,0.66366655,91277520,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.28,5.25,-0.97,23.3,28.74,5.44,47,Western Corn Belt Plains,826.1,873.55,47.45,Upper Mississippi
1031,819,IA00098,40.8321,-92.7212,SOUTH SOAP CREEK,RS,1976,39,0,0,12640,5740,1.7806184,11.23473498,2.375047474,28.72720678,0,0,56.202783,31.56363636,0.581525248,7080175,NA,7.1E+12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5.02,-0.02,23.53,28.94,5.42,40,Central Irregular Plains,1014.07,1053.16,39.09,Upper Mississippi
1032,820,IA00213,41.0408,-93.8057,TR-SOUTH SQUAW CREEK,SR,1985,30,0,0,9675,4195,1.23833916,16.32723505,4.138926675,31.61757447,0,0,25.4855016,20.58039216,0.767484035,5174449,NA,7.1E+12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3,5.04,-0.75,23.21,28.62,5.4,40,Central Irregular Plains,1014.07,1053.16,39.09,Upper Mississippi
1033,821,IA00301,40.8212,-92.5722,TR-SOAP CREEK,R,1934,81,0,0,7610,3790,1.16144882,10.536254,2.757916317,26.51561857,0,0,20.6681202,17.79512195,0.664603046,4674889,NA,7.1E+12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.22,5.02,0.21,23.72,29.14,5.42,40,Central Irregular Plains,1014.07,1053.16,39.09,Upper Mississippi
1034,822,IA00415,41.6957,-94.3827,MIDDLE RACCOON RIVER,RS,1969,46,0,0,60200,19700,5.0990436,75.42839644,9.422917818,47.7776681,0,192.365,1139.5956,223.4920635,0.57153284,24299556,NA,7.1E+12,19440,0.99,2,0.5,1,0.4,0.6,0,0.9,3.1,0,0.1,0,3,15.7,75,0,0,11,3,25,1738,98,1,3,82,26,12,69,0,0,0,0,0,0,0,1,0.69451,0.64669,3.59,5.21,-1.62,22.83,28.27,5.44,47,Western Corn Belt Plains,826.1,873.55,47.45,Upper Mississippi
1035,823,IA00434,41.7158,-94.3323,TR-BAY BRANCH,R,1962,53,0,0,3638,1088,1.10074592,0,0,13.3749693,0,0,38.590851,35.05882353,0.344357745,1342026,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,5.22,-1.61,22.84,28.27,5.44,47,Western Corn Belt Plains,826.1,873.55,47.45,Upper Mississippi
1036,824,IA00537,41.7381,-92.8538,ROCK CREEK,R,0,0,0,0,13700,5500,2.5899904,18.84064404,3.302490359,21.40620086,0,27.1336,107.225586,41.4,0.359294957,6784140,NA,7.08E+12,18854,0.55,1,1.5,1.3,0.3,0.3,0,2,3.8,0,0.2,0,6,20.7,64,0,0,29,5,66,1251,18,1,2,81,32,9,62,0,1,0,0,0,0,0,2,0.42453,0.17015,3.47,5.28,-1.81,22.46,27.89,5.43,47,Western Corn Belt Plains,826.1,873.55,47.45,Upper Mississippi
1037,825,IA00571,43.2099,-94.1639,BUFFALO CREEK,R,1960,55,0,0,85,15,9.307778,187.1888649,17.30819955,0.036956437,0,4534.61,388.4985,41.73913043,0.000327211,18502,NA,7.1E+12,20337,2.06,5,1,2,0.3,0.9,0,1.5,4,0,0.1,0,4,11.6,74,0,0.1,8,2,18,1903,54,3,9,85,36,6,53,0,1,0,0,0,0,0,2,0.8438,0.74341,1.72,5.6,-3.88,21.78,27.25,5.47,47,Western Corn Belt Plains,826.1,873.55,47.45,Upper Mississippi
1038,826,IA00655,41.42,-93.0277,ROBERT S CREEK,RO,1968,47,0,0,21863,3043,1.19787056,0,0,73.86131692,0,0,34.3950672,28.71351351,1.822941383,3753480,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.78,5.18,-0.4,23.64,29.08,5.43,47,Western Corn Belt Plains,826.1,873.55,47.45,Upper Mississippi
1039,827,IA00669,41.9384,-93.2315,MARSHALL-STORY D.D. #2,R,1967,48,0,0,2800,1310,1.06837104,0,0,10.60603626,0,0,34.1619681,31.97575758,0.277174107,1615859,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.27,5.33,-2.07,22.48,27.91,5.43,47,Western Corn Belt Plains,826.1,873.55,47.45,Upper Mississippi
1040,829,IA00972,41.2371,-92.5798,TR-MOON CREEK,RO,1969,46,0,0,6000,2500,1.1735894,0,0,20.68960768,0,0,16.9903344,14.47724138,0.51588722,3083700,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.69,5.13,-0.44,23.43,28.86,5.43,47,Western Corn Belt Plains,826.1,873.55,47.45,Upper Mississippi
1041,831,IA00978,41.5243,-90.6821,BLACKHAWK CREEK,RO,1972,43,0,0,1950,613,2.65878702,0,0,2.968029716,0,0,6.733974,2.532724505,0.049168513,756123,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.81,5.24,-0.43,23.31,28.74,5.43,47,Western Corn Belt Plains,826.1,873.55,47.45,Upper Mississippi
1042,832,IA01030,42.2645,-92.3106,TR-WOLF CREEK,R,1970,45,0,0,447,760,1.58636912,0,0,1.938771059,0,0,3.2892873,2.073469388,0.04158005,937445,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.24,5.44,-2.21,22.41,27.88,5.47,47,Western Corn Belt Plains,826.1,873.55,47.45,Upper Mississippi
1043,834,IA01270,41.9446,-91.6302,CEDAR RIVER,S,1967,48,0,0,1440,840,9.6315268,0,0,0.605040628,0,0,17420.27274,1808.672269,0.005266203,1036123,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.88,5.34,-1.46,22.78,28.22,5.44,47,Western Corn Belt Plains,826.1,873.55,47.45,Upper Mississippi
1044,835,IA01286,41.5916,-93.6185,DES MOINES RIVER,R,1916,99,0,0,2731,1947,1.4366353,0,0,7.692940086,0,0,16174.48755,11258.59155,0.17337229,2401586,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,5.23,-0.72,23.55,28.99,5.44,47,Western Corn Belt Plains,826.1,873.55,47.45,Upper Mississippi
1045,836,IA01295,42.7267,-94.2293,WEST FORK DES MOINES RIVER,R,1912,103,0,0,3071,3071,1.9020242,0,0,6.534027553,0,0,5843.01744,3072,0.127977477,3788017,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.33,5.48,-3.15,22.08,27.56,5.48,47,Western Corn Belt Plains,826.1,873.55,47.45,Upper Mississippi
1046,837,IA01297,42.4102,-91.3635,MAQUOKETA RIVER,R,1922,93,0,0,9920,3790,1.7806184,46.38618221,9.806140068,22.54540279,0,248.545,898.72653,504.7272727,0.456386903,4674889,NA,7.06E+12,18492,1.12,2,0.5,1.1,0.2,0.7,0,1.4,9.3,0,0.2,0,4,11,72,0,0.1,26,4,59,2369,102,1,3,77,26,15,68,0,1,0,0,0,0,0,1,0.75479,0.7809,2.75,5.48,-2.74,21.68,27.16,5.48,47,Western Corn Belt Plains,826.1,873.55,47.45,Upper Mississippi
1047,838,IA01300,42.4776,-91.9005,WAPSIPINICON RIVER,R,1922,93,0,0,2834,2398,1.7806184,0,0,6.440894305,0,0,2714.30952,1524.363636,0.130383113,2957885,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94,5.51,-2.57,21.98,27.47,5.49,47,Western Corn Belt Plains,826.1,873.55,47.45,Upper Mississippi
1048,839,IA01302,42.0702,-90.6979,SOUTH FORK MAQUOKETA RIVER,HR,1923,92,0,0,4419,4419,1.3759324,0,0,12.99702899,0,0,2460.4905,1788.235294,0.299299604,5450748,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.55,5.37,-1.82,22.11,27.54,5.43,47,Western Corn Belt Plains,826.1,873.55,47.45,Upper Mississippi
1049,840,IA01304,42.5186,-93.2591,IOWA RIVER,HSR,1925,90,0,0,4751,4751,1.4771039,0,0,13.01640847,0,0,1758.60321,1190.575342,0.289298545,5860263,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.57,5.48,-2.9,22.15,27.62,5.47,47,Western Corn Belt Plains,826.1,873.55,47.45,Upper Mississippi
1050,841,IA01313,42.2446,-91.172,MAQUOKETA RIVER,R,1914,101,0,0,4186,4186,2.832802,0,0,5.979986272,0,0,1701.62343,600.6857143,0.095973798,5163347,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,5.43,-2.1,22.11,27.57,5.46,47,Western Corn Belt Plains,826.1,873.55,47.45,Upper Mississippi
1051,842,IA01314,42.9553,-92.5357,CEDAR RIVER,R,1917,98,17,0,5242,3245,1.6389783,0,0,12.94318016,0.761363539,0,2882.65887,1758.814815,0.273095785,4002643,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.49,5.62,-3.13,21.99,27.49,5.5,47,Western Corn Belt Plains,826.1,873.55,47.45,Upper Mississippi
1052,843,IA01315,40.9346,-91.6158,SKUNK RIVER,R,1910,105,0,0,3140,3140,2.5495218,0,0,4.984115542,0,0,10362.54999,4064.507937,0.084317814,3873127,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.55,5.06,0.49,23.74,29.15,5.41,40,Central Irregular Plains,1014.07,1053.16,39.09,Upper Mississippi
1053,844,IA01316,41.0233,-92.4281,DES MOINES RIVER,HS,1959,56,0,0,6659,5330,2.2662416,0,0,11.89104413,0,0,34638.52626,15284.57143,0.213367118,6574448,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2,5.07,0.14,23.79,29.2,5.41,40,Central Irregular Plains,1014.07,1053.16,39.09,Upper Mississippi
1054,845,IA01320,42.4971,-92.3383,CEDAR RIVER,S,1915,100,0,0,882,882,1.011715,0,0,3.527991901,0,0,13328.08854,13173.76,0.094745608,1087929,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5.52,-2.52,22.23,27.72,5.49,47,Western Corn Belt Plains,826.1,873.55,47.45,Upper Mississippi
1055,846,IA01352,41.7937,-91.5752,MILL CREEK,R,1930,85,0,0,28000,15750,3.844517,109.2961852,15.72457811,29.47361655,0,27.6,70.188729,18.25684211,0.406044039,19427310,207.3,7.08E+12,20346,0.56,1,3.3,2.1,0.8,1.2,0,2.1,11.3,0,0.3,0,4,20.4,54,0,0.6,44,6,97,1286,56,4,11,74,27,10,58,1,2,0,0,0,0,0,1,0.84601,0.79962,4.24,5.3,-1.06,23.03,28.47,5.44,47,Western Corn Belt Plains,826.1,873.55,47.45,Upper Mississippi
1056,847,IA01381,41.2032,-91.9062,HONEY CREEK,R,1950,65,0,0,9938,2470,1.1331208,0,0,35.49277566,0,0,48.432813,42.74285714,0.900663289,3046696,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.16,5.13,0.03,23.69,29.11,5.42,47,Western Corn Belt Plains,826.1,873.55,47.45,Upper Mississippi
1057,848,IA01967,43.2636,-93.4217,WINNEBAGO RIVER,R,1929,86,0,0,116,116,1.0521836,0,0,0.446152822,0,0,973.83624,925.5384615,0.011748935,143084,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.66,5.66,-3.99,21.6,27.1,5.5,47,Western Corn Belt Plains,826.1,873.55,47.45,Upper Mississippi
1058,849,IA02026,41.4683,-93.9088,BADGER CREEK,R,1980,35,0,0,10950,2480,1.11693336,0,0,39.67382196,0,0,47.7594156,42.75942029,1.014030486,3059030,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.15,5.17,-1.02,23.24,28.67,5.44,47,Western Corn Belt Plains,826.1,873.55,47.45,Upper Mississippi
1059,850,IA02083,42.1257,-91.8104,PLEASANT CREEK,RS,1977,38,0,0,11000,7100,1.6592126,12.07105301,2.643559134,26.8292067,0,0,10.0491612,6.056585366,0.562622914,8757708,251.5,7.08E+12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.78,5.4,-1.62,22.68,28.13,5.45,47,Western Corn Belt Plains,826.1,873.55,47.45,Upper Mississippi
1060,853,IA02626,40.6835,-91.9869,INDIAN CREEK,RSC,1992,23,0,0,21570,7350,2.32289764,0,0,37.57831094,0,0,45.7392234,19.69059233,0.666013178,9066078,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,5,0.79,24.07,29.49,5.42,40,Central Irregular Plains,1014.07,1053.16,39.09,Upper Mississippi
