STATE,RESINFO,RESNAME1,RESID,LONGITUDE,LATITUDE,CLUSID
TX,96,Hubbard Creek Lake,TX96,-98.96333,32.82833,SPL                2
TX,97,Lake Raven,TX97,-95.53333,30.60833,CPL                3
TX,98,Lake Tawakoni,TX98,-95.91666,32.81167,CPL                1
TX,99,Cooper Reservoir,TX99,-95.63333,33.33333,SPL                2
UT,10,Starvation Reservoir,UT10,-110.4435,40.19103,XER                1
UT,14,Upper Stillwater,UT14,-110.6999,40.55988,WMT                1
UT,15,Matt Warner,UT15,-109.297857,40.772872,XER                2
UT,16,Deer Creek Reservoir,UT16,-111.496525,40.439631,WMT                2
UT,17,Pineview Reservoir,UT17,-111.810808,41.266969,WMT                1
UT,18,Bear Lake,UT18,-111.328812,42.025834,XER                2
UT,19,Flaming Gorge Reservoir,UT19,-109.435086,40.920258,WMT                1
UT,20,Scofield Reservoir,UT20,-111.150455,39.773186,WMT                2
UT,21,Strawberry Reservoir,UT21,-111.13575,40.188316,WMT                2
UT,9,Red Fleet Reservoir,UT9,-109.4222,40.57483,XER                1
VA,10,Claytor Lake,VA10,-80.5853,37.0753,SAP                1
VA,11,Diascund Creek Reservoir,VA11,-76.9,37.43,CPL                3
VA,12,Emporia,VA12,-77.5585,36.6963,CPL                1
VA,13,Pickett Reservoir,VA13,-77.965,36.98833,SAP                3
VA,14,Lake Moomaw,VA14,-79.95167,37.955,SAP                1
VA,16,Bannister Lake,VA16,-78.9236,36.782,SAP                4
VA,17,Hunting Run Reservoir,VA17,-77.63834,38.35167,SAP                1
VA,18,Buggs Island Lake/Kerr Reservoir,VA18,-78.29667,36.59667,SAP                3
VA,19,Flannagan Reservoir,VA19,-82.345,37.23333,SAP                1
VA,20,Lake Anna,VA20,-77.7133,38.0119,SAP                1
VA,26,Burnt Mills,VA26,-76.62833,36.84,CPL                1
VA,28,Lake Cohoon,VA28,-76.61333,36.73833,CPL                1
VA,29,Meade,VA29,-76.58833,36.74667,CPL                1
VA,30,Lake Monticello,VA30,-78.3,37.91333,SAP                1
VA,32,Lake Prince,VA32,-76.64,36.8,CPL                1
VA,33,Whitehurst,VA33,-76.190661,36.90972,CPL                3
VA,34,Laurel Bed Lake,VA34,-81.81333,36.955,SAP                1
VA,35,Lee Hall Reservoir,VA35,-76.56,37.17833,CPL                3
VA,36,Leesville Lake,VA36,-79.4025,37.0928,SAP                3
VA,38,Lake Pelham,VA38,-78.03833,38.46333,SAP                1
VA,40,Philpott Reservoir,VA40,-80.02833,36.78333,SAP                1
VA,42,Reusens Reservoir,VA42,-79.1857,37.4634,SAP                3
VA,43,Schoolfield Reservoir,VA43,-76.43333,36.57833,CPL                4
VA,44,Scott's Mill Reservoir,VA44,-79.14167,37.425,SAP                3
VA,45,Smith Mounatin Lake,VA45,-79.5359,37.041,SAP                1
VA,46,Rivanna Reservoir,VA46,-78.4678,38.1043,SAP                4
VA,47,Swift Creek Reservoir,VA47,-77.65,37.41667,SAP                4
VA,49,Occoquan Reservoir,VA49,-77.277,38.6945,SAP                1
VA,5,Beaverdam Creek Reservoir,VA5,-77.54166,39.025,SAP                1
VA,50,Waller Mill Reservoir,VA50,-76.715,37.30333,CPL                1
VA,51,Western Branch,VA51,-76.62,36.83833,CPL                1
VA,52,Chickahominy lake,VA52,-76.957991,37.404665,CPL                3
VA,53,Harwood's Mill Reservoir,VA53,-76.468549,37.142461,CPL                3
VA,54,Little Creek Reservoir,VA54,-76.831713,37.358014,CPL                3
VA,55,Sandy River Reservoir,VA55,-78.31521,37.240715,SAP                4
VA,56,South Holston Reservoir,VA56,-82.056999,36.540536,SAP                3
VA,6,Beaverdam Swamp Reservoir,VA6,-76.54166,37.43667,CPL                3
VA,7,Lake Chesdin,VA7,-77.525,37.2206,CPL                3
VA,8,Briery Creek Lake,VA8,-78.44334,37.205,SAP                1
VA,9,Carvin's Cove,VA9,-79.95834,37.36833,SAP                1
WA,81,Swift Reservoir,WA81,-122.197,46.064,WMT                2
WI,102,Lake Alice,WI102,-89.68,45.4817,UMW                1
WI,123,Killarney Lake,WI123,-89.81032,45.58484,UMW                1
WI,154,Merrill Flowage,WI154,-89.6867,45.1783,UMW                1
WI,160,Moose Lake,WI160,-91.07611,46.03304,UMW                1
WI,193,Rhinelander Flowage,WI193,-89.42,45.6417,UMW                1
WI,2,Lake Alexander,WI2,-89.755,45.1883,UMW                1
WI,210,Spirit River Flowage,WI210,-89.7433,45.4383,UMW                1
WI,224,Lake Mohawksin,WI224,-89.73,45.4417,UMW                1
WI,237,Post Lake (Upper and Lower),WI237,-89.0865,45.43726,UMW                1
WI,257,Rainbow Flowage,WI257,-89.515972,45.85726,UMW                1
WI,258,Willow Flowage,WI258,-89.864845,45.708577,UMW                1
WI,32,Chippewa Flowage,WI32,-91.0771,45.8883,UMW                1
WI,7,Radisson Flowage,WI7,-91.2025,45.7516,UMW                1
WI,85,Grandmother Flowage,WI85,-89.7283,45.3667,UMW                1
WI,86,Hancock Lake,WI86,-89.63954,45.60832,UMW                1
WI,88,Hat Rapids Flowage,WI88,-89.48,45.5717,UMW                1
WI,98,Jersey City Flowage,WI98,-89.75,45.4917,UMW                1
WV,2,Beech Fork Lake,WV2,-82.41,38.30167,SAP                4
WV,6,East Lynn Lake,WV6,-82.385,38.145,SAP                1
WY,11,Christina Lake,WY11,-108.9297,42.5914,WMT                1
WY,24,Springer Reservoir,WY24,-104.28,41.89695,SPL                2
WY,27,Grayrocks Res,WY27,-104.6875,42.16778,SPL                2
WY,29,Hawk Springs Reservoir,WY29,-104.1961,41.71833,SPL                2
WY,30,High Savery Reservoir,WY30,-107.3,41.27,WMT                2
WY,31,Hog Park Reservoir,WY31,-106.8597,41.035,WMT                1
WY,39,Lake Cameahwait,WY39,-108.2583,43.29,XER                2
WY,40,Lake DeSmet,WY40,-106.7442,44.4892,NPL                2
WY,43,Lake Hattie,WY43,-105.8983,41.24166,XER                1
WY,46,Lower Sunshine Reservoir,WY46,-108.9767,44.09945,XER                3
WY,52,Pilot Butte Reservoir,WY52,-108.7559,43.1955,XER                1
WY,57,Rob Roy Reservoir,WY57,-106.265,41.19667,WMT                1
WY,58,Saratoga Lake,WY58,-106.7872,41.4767,XER                1
WY,59,Shoshone Lake,WY59,-109.0133,42.79667,WMT                1
WY,61,Sulphur Creek Reservoir,WY61,-110.8289,41.15778,XER                2
WY,66,Upper Sunshine Reservoir,WY66,-109.0486,44.06028,XER                2
WY,67,Viva Naughton Reservoir,WY67,-110.6583,41.9675,XER                2
WY,73,Wheatland Res 3,WY73,-105.7275,41.89222,XER                2
WY,78,Boysen Reservoir,WY78,-108.172989,43.353144,XER                3
WY,79,Toltec Reservoir,WY79,-105.7156,42.20528,XER                1
WY,80,Wheatland Res 1,WY80,-105.037594,41.998539,SPL                2
WY,81,Keyhole Reservoir,WY81,-104.861813,44.354787,NPL                2
WY,82,Big Horn Lake,WY82,-108.1814,44.88458,XER                3
WY,83,Jackson Lake,WY83,-110.675697,43.911745,WMT                1
WY,9,Buffalo Bill Reservoir,WY9,-109.1831,44.5014,XER                2
