,nid_id,lat,lon,river,purpose,yr_comp,res_age,hydr_hght,max_dis,max_stor,norm_stor,surf_area_km2,res_perim_km,sdi,mean_depth,mean_max_depth_ratio,mean_q,drain_area_km2,catch_surf_area_ratio,rel_depth_perc,lake_vol_m3,elev,reach_code,e2rf1,mean_v,strahler,water,wetlands,urb_grass,lo_urb_dev,hi_urb_dev,industry,for_dec,for_ever,for_mixed,shrub,grass,pasture,crops,orchards,barren,tn_bg_kg_km2_yr,tp_bg_kg_km2_yr,tn_bg_kg_km2_yr_atom,tn_kg_km2_yr,tp_kg_km2_yr,tn_point,tp_point,tn_fert,tp_fert,tn_ag_anml,tp_ag_anml,tn_forest,tp_forest,tn_barren,tp_barren,tn_shrub,tp_shrub,tn_grass,tp_grass,tn_frac,tp_frac,WinT_rcp85,WintT_abs,WinT_hist,SumT_hist,SumT_rcp85,SumT_abs,US_L3CODE,US_L3NAME,Histprecip,RCP85precip,ABSprecip
3400,UT82904,40.97667,-110.3767,EAST FORK SMITH CREEK,ISFR,1978,37,121,5860,15932,14020,1.23024544,6.50436259,1.654259938,52.40777442,0.433122103,42.8,126.90951,103.1578947,1.276322538,17293389.6,NA,1.40E+13,41968,0.68,1,0.9,0.1,0,0,0,0,3.4,33,0.2,46.4,7.5,5.8,0,0,2.7,6,5,18,133,13,3,3,8,5,3,7,24,28,7,0,30,45,3,11,0,0,-0.88,5.33,-6.21,11.81,17.18,5.38,19,Wasatch and Uinta Mountains,619.13,695.26,76.13
3401,UT82907,0,0,LITTLE BEAR RIVER,ISR,1935,80,6,NA,18685,18685,1.9424928,NA,NA,38.92699397,6.487832328,NA,569.7978,293.3333333,0.754452257,23047573.8,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999, , ,0,0,0
3402,UT82911,40.54,-110.6675,ROCK CREEK,ISR,1986,29,198,75000,35253,33123,1.27071404,6.926080801,1.733239312,112.2704429,0.567022439,NA,264.17898,207.8980892,2.690308754,40856558.04,8161,1.41E+13,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,5.3,-5.26,13.18,18.58,5.4,19,Wasatch and Uinta Mountains,619.13,695.26,76.13
3403,VA00302,38.105,-78.46833,ND,SCR,1966,49,NA,NA,50000,38600,1.6592126,36.3325275,7.956819085,121.9509396,NA,294.47,670.80741,404.2926829,2.557376883,47612328,116.4,2.08E+12,3995,0.97,3,0.8,0.1,0.1,1.4,0,0.4,46.6,7.6,18.5,0,0,23.2,0.8,0,0.5,52,14,87,437,39,17,19,16,18,12,39,17,23,0,1,0,0,0,0,0.86819,0.79825,9.44,4.05,5.39,24.17,29.09,4.92,64,Northern Piedmont,1169.27,1267.91,98.64
3404,VA00501,37.955,-79.95167,JACKSON RIVER,HSNR,1978,37,228,6100,421500,123700,10.2385558,63.19658957,5.571462124,166.6004081,0.730703544,520.18,893.54655,87.27272727,1.406427382,152581476,482.2,2.08E+12,3854,1.24,3,1.2,0.1,0,0.2,0,0.1,69.6,4,13.1,0,0,10.3,0.9,0,0.4,56,9,91,377,16,3,5,4,8,8,35,29,51,1,1,0,0,0,0,0.75428,0.52857,6.91,3.98,2.93,21.61,26.58,4.97,67,Ridge and Valley,1175.45,1253.37,77.91
3405,VA00904,37.46389,-79.18639,JAMES,HSNR,1903,112,32,215000,6870,6870,2.3471788,NA,NA,11.84480039,0.370150012,NA,8453.72736,3601.655172,0.208840759,8474007.6,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.26,3.93,5.33,24.04,28.95,4.91,45,Piedmont,1204.47,1274.98,70.51
3406,VA01902,37.041,-79.5359,ROANOKE R,H,1964,51,205,50000,1142000,1142000,79.62626667,730.4412364,23.09149213,58.03993712,0.283121644,792.33398,2652.14976,33.30747856,0.175694983,1408634160,795,3.01E+12,10141,1.2,3,2,0.1,0.2,6.4,0.1,1.9,52.7,6.4,12.6,0,0,15.7,1.4,0,0.6,28,7,39,544,66,52,49,12,12,9,24,12,15,0,0,0,0,0,0,0.44788,0.02786,9.28,3.84,5.44,23.97,28.82,4.84,45,Piedmont,1204.47,1274.98,70.51
3407,VA02301,37.36833,-79.95834,CARVINS CREEK,HSNR,1946,69,NA,NA,23000,20500,2.5899904,30.04036086,5.265637517,35.9374175,NA,NA,46.360821,17.9,0.603195914,25286340,1170,3.01E+12,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.23,3.89,5.35,23.78,28.67,4.9,67,Ridge and Valley,1175.45,1253.37,77.91
3408,VA03324,37.98667,-77.50667,STEVENS MILL RUN,SH,1968,47,36,NA,8265,2821,1.10479278,16.00560312,4.295626583,30.27465577,0.84096266,NA,24.863904,22.50549451,0.778035482,3479647.08,60.4,2.08E+12,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.4,3.98,5.41,24.41,29.21,4.79,65,Southeastern Plains,1354.02,1363.28,9.26
3409,VA04101,37.22,-77.52834,APPOMATTOX RIVER,S,1968,47,NA,NA,79500,44100,12.80820131,129.1277893,10.17818955,25.11864263,NA,1477.78,NA,NA,0.189588809,54396468,48.2,2.08E+12,4058,1.8,3,0.7,3.5,0,0.6,0,0.3,41.1,11.1,19.4,0,0,18.8,1.9,0,2.4,34,12,58,431,58,7,6,26,19,18,52,15,20,2,3,0,0,0,0,0.93831,0.79262,10.55,3.82,6.73,25.39,30.04,4.66,45,Piedmont,1204.47,1274.98,70.51
3410,VA04112,37.41667,-77.65,SWIFT CREEK,CRO,1965,50,NA,NA,50590,12173,6.7177876,41.80771458,4.550280658,30.47583365,NA,159.77499,166.5881568,24.79807229,0.317616506,15015152.04,NA,2.08E+12,4057,1.18,1,1.9,0.7,0.1,3.4,0,1.1,51,6.1,23.2,0,0,7.5,3,0,2,53,20,89,444,23,51,57,6,8,1,5,15,27,1,3,0,0,0,0,0.80643,0.42072,9.82,3.88,5.94,24.75,29.47,4.72,45,Piedmont,1204.47,1274.98,70.51
3411,VA04703,38.46333,-78.03833,Mountain Run,H,1972,43,37,NA,10000,1942,1.02790244,NA,NA,39.36998836,1.064053739,NA,61.900761,60.22047244,1.048938295,2395418.16,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.99,4.1,4.89,24.19,29.1,4.91,64,Northern Piedmont,1169.27,1267.91,98.64
3412,VA05101,37.23333,-82.345,POUND RIVER,SR,1963,52,236,246700,145700,67100,4.62556098,80.99492772,10.62357059,127.4712734,0.540132514,285.97,572.38779,123.7445319,1.600997752,82766508,425.5,5.07E+12,13691,0.95,3,1.6,0.1,0,0.3,0,0.2,72.9,3.1,11.7,0,0,3.4,0.9,0,5.9,68,9,100,434,19,15,29,2,5,3,13,29,48,7,4,0,0,0,0,0.73918,0.57874,7.94,3.81,4.13,22.42,27.32,4.89,69,Central Appalachians,1225.78,1305.03,79.25
3413,VA05712,37.76667,-76.78,YORKERS SWAMP,R,1966,49,NA,NA,135,NA,4.560013163,40.50820127,5.351244595,0.119807734,NA,NA,NA,NA,0.001515523,NA,NA,NA,3722,1.48,1,0.8,12,0,0.2,0,0.1,13.8,22.3,33.9,0,0,12.1,4,0,1,67,20,109,456,24,6,12,44,37,1,7,16,41,1,3,0,0,0,0,0.96832,0.97734,10.38,3.87,6.51,25.07,29.7,4.64,65,Southeastern Plains,1354.02,1363.28,9.26
3414,VA06501,37.91333,-78.3,BOSTON CREEK,SR,1969,46,NA,NA,19500,8769,1.42044786,24.544242,5.809407847,55.55542802,NA,NA,21.755916,15.31623932,1.259141252,10816386.12,96,2.08E+12,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.3,4.01,5.29,24.12,29,4.88,45,Piedmont,1204.47,1274.98,70.51
3415,VA07309,37.43667,-76.54166,BEAVERDAM CREEK,SR,1990,25,NA,NA,20523,7150,2.7316305,25.16600904,4.295347087,30.40437465,NA,NA,44.547828,16.30814815,0.496919114,8819382,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.67,3.76,6.91,25.17,29.65,4.48,65,Southeastern Plains,1354.02,1363.28,9.26
3416,VA08101,36.69639,-77.55886,MEHERRIN R,CSR,1908,107,42,40000,3800,3800,2.0638986,NA,NA,7.450963287,0.177403888,NA,1934.72253,937.4117647,0.140097004,4687224,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.44,3.73,6.72,25.1,29.65,4.55,65,Southeastern Plains,1354.02,1363.28,9.26
3417,VA08301,36.7817,-78.9237,BANISTER R,CRSOF,1921,94,34.8,40000,3510,3510,1.618744,16.40957896,3.638339683,8.774979855,0.252154594,471.98,1331.25486,822.4,0.186302055,4329514.8,107,3.01E+12,4494,1.19,3,0.6,1.5,0,0.5,0,0.2,35.2,14.9,15.3,0,0,23.8,5.8,0,2.3,31,11,51,427,51,8,8,39,44,9,26,16,19,2,3,0,0,0,0,0.69532,0.18786,9.68,3.8,5.88,24.54,29.35,4.81,45,Piedmont,1204.47,1274.98,70.51
3418,VA08901,36.78333,-80.02833,SMITH RIVER,R,1953,62,218,70000,318300,166190,11.6549568,167.9575856,13.87839296,110.5205796,0.506975136,258.8,549.07788,47.11111111,0.874477063,204992041.2,296.9,3.01E+12,4390,0.47,1,0.9,0.1,0,0.2,0,0,47.7,10.9,16.9,0,0,22.3,0.8,0,0.1,84,20,114,504,41,6,8,46,28,17,43,15,21,0,0,0,0,0,0,0.42496,0.04198,9.37,3.78,5.59,24.01,28.82,4.81,45,Piedmont,1204.47,1274.98,70.51
3419,VA09506,37.3505,-76.84084,ND,S,NA,NA,NA,NA,32143,NA,3.74715922,55.40861328,8.074601512,34.71374305,NA,NA,NA,NA,0.484407629,NA,18.3,2.08E+12,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.98,3.77,7.2,25.28,29.82,4.53,65,Southeastern Plains,1354.02,1363.28,9.26
3420,VA10701,39.025,-77.54166,Beaverdam Creek,S,1972,43,47,NA,6764,4082,1.1128865,11.63237273,3.110554132,24.59630717,0.523325684,NA,14.244945,12.8,0.629803506,5035065.36,88.4,2.07E+12,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.12,4.23,3.89,23.74,28.7,4.96,64,Northern Piedmont,1169.27,1267.91,98.64
3421,VA10903,38.11666,-78.01167,HICKORY CREEK,HSF,1960,55,18,NA,4713,4062,1.1331208,10.31948349,2.734731832,16.83210422,0.935116901,NA,40.662843,35.88571429,0.427130819,5010395.76,89,2.08E+12,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.25,4.03,5.22,24.15,29.02,4.87,45,Piedmont,1204.47,1274.98,70.51
3422,VA11701,36.59667,-78.29667,ROANOKE RIVER,H,1953,62,138,8.00E+05,3363500,1488600,197.891454,472.4316329,9.473715546,68.78307318,0.498428067,7485.1,20201.922,102.0858896,0.132077445,1836158328,91.4,3.01E+12,4456,2.17,4,1.2,1.4,0.1,2,0.2,0.9,43.7,15.3,13.1,0,0,15.6,5.3,0,1.2,36,12,56,390,49,20,22,28,31,7,21,18,24,1,2,0,0,0,0,0.72174,0.19292,10.3,3.76,6.54,25.27,29.95,4.68,45,Piedmont,1204.47,1274.98,70.51
3423,VA12703,37.43,-76.9,DIASCUND CREEK,HRSFO,1963,52,26,NA,29093,11355,5.11523104,64.50725411,8.045829397,23.01656109,0.885252349,78.39,114.1667592,22.31898734,0.274895995,14006165.4,NA,2.08E+12,4050,0.88,1,3.7,7,0,0.7,0,1.7,24.8,11.4,37.6,0,0,8.1,3.5,0,1.5,65,21,106,302,7,14,26,37,29,1,5,16,37,1,4,0,0,0,0,0.73,0.28552,10.82,3.8,7.02,25.28,29.85,4.57,65,Southeastern Plains,1354.02,1363.28,9.26
3424,VA13501,36.98833,-77.965,ND,S,1942,73,16,NA,2757,2350,1.55399424,23.63385732,5.348165007,7.179671018,0.448729439,271.58,523.17798,336.6666667,0.155575228,2898678,NA,3.01E+12,4558,1.17,2,0.7,4.3,0,1.5,0,0.5,42.1,10.6,18.1,0,0,17.3,2.3,0,2.6,45,15,78,370,42,9,9,20,22,13,40,19,25,2,4,0,0,0,0,0.81819,0.86663,9.73,3.8,5.92,24.57,29.26,4.7,45,Piedmont,1204.47,1274.98,70.51
3425,VA13701,38.35,-77.75333,Flat Run,R,1968,47,58,NA,14160,9880,2.02343,21.49005933,4.261754351,28.31993499,0.488274741,13.98,18.647928,9.216,0.537785097,12186782.4,96.9,2.08E+12,3769,0.42,1,6.4,0.4,0.5,5.6,0.1,1,61.9,3.6,8.2,0,0,10.2,0.7,0,1.5,71,16,121,578,53,39,49,10,8,6,20,14,21,1,2,0,0,0,0,0.85726,0.89601,8.91,4.09,4.82,23.91,28.8,4.89,45,Piedmont,1204.47,1274.98,70.51
3426,VA14301,37.09278,-79.4025,ROANOKE R,H,1963,52,73,162000,94960,94960,10.64192738,123.0430739,10.6400071,36.11084061,0.494669049,1164.16,3897.93495,366.2809764,0.299011613,117131260.8,604,3.01E+12,10144,1.48,3,3.4,0.1,0.2,4.8,0.1,1.4,50.2,7.1,12.5,0,0,17.9,1.9,0,0.5,29,8,42,407,15,38,38,23,16,11,29,12,16,0,1,0,0,0,0,0.61614,0.12798,9.18,3.85,5.34,23.98,28.83,4.85,45,Piedmont,1204.47,1274.98,70.51
3427,VA14308,36.57833,-76.43333,DAN RIVER,HRSFO,1904,111,NA,NA,5000,5000,1.77252468,NA,NA,11.41549891,NA,NA,4864.00122,2744.109589,0.231611092,6167400,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.16,3.55,7.61,25.5,29.75,4.26,63,Middle Atlantic Coastal Plain,1249.9,1315.05,65.15
3428,VA14737,37.205,-78.44334,BRIERY CREEK,SR,1985,30,NA,NA,21379,636,3.2779566,NA,NA,26.39376657,NA,NA,65.785746,20.0691358,0.393786093,784493.28,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.42,3.87,5.55,24.44,29.23,4.8,45,Piedmont,1204.47,1274.98,70.51
3429,VA15302,38.76333,-77.62167,Broad Run,SRO,1968,47,60,NA,28000,15951,3.035145,28.98525599,4.693343162,37.33324763,0.622220794,68.58,155.3994,51.2,0.578850819,19675239.48,86.9,2.07E+12,4271,0.83,1,1.7,0.2,0,3.2,0,1.2,36.4,4.2,14.3,0,0,36.9,1.9,0,0,71,19,114,470,19,19,21,31,19,15,45,11,15,0,0,0,0,0,0,0.64462,0.1238,8.74,4.17,4.57,24.16,29.1,4.94,64,Northern Piedmont,1169.27,1267.91,98.64
3430,VA15304,38.6945,-77.277,OCCOQUAN R.,R,1955,60,70,353000,33700,33700,7.4462224,87.24722156,9.019417593,18.31517535,0.261645362,688.45,1541.04405,206.9565217,0.181302454,41568276,NA,2.07E+12,4274,1.4,3,0.9,0.5,0.5,8.2,0,3.7,37.2,6.4,8.2,0,0,31.2,1.8,0,1.5,47,15,75,781,61,49,54,18,15,7,20,7,9,1,1,0,0,0,0,0.95334,0.74009,9.47,4.15,5.32,24.66,29.58,4.91,45,Piedmont,1204.47,1274.98,70.51
3431,VA15502,37.07528,-80.58528,NEW RIVER,HSRN,1939,76,122,1043800,232000,232000,16.48363579,136.8861819,9.511039735,56.95766253,0.466866086,3367.1599,6169.35618,374.2716238,0.378953791,286167360,NA,5.05E+12,12861,2.55,3,0.7,0.1,0.1,0.9,0,0.5,42.8,10.5,13.7,0,0,27.1,3.2,0,0.2,78,11,106,540,42,9,12,25,19,20,49,18,20,0,0,0,0,0,0,0.80513,0.73399,7.75,3.8,3.95,21.96,26.82,4.86,67,Ridge and Valley,1175.45,1253.37,77.91
3432,VA17504,36.55333,-77.02167,WHITLEY BRANCH,R,1856,159,NA,NA,156,58,1.158106672,7.40935545,1.942231704,0.545121383,NA,NA,NA,NA,0.013682944,71541.84,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.93,3.63,7.3,25.1,29.47,4.37,63,Middle Atlantic Coastal Plain,1249.9,1315.05,65.15
3433,VA17701,38.24667,-77.59666,NI RIVER,H,1972,43,32,NA,24873,8624,1.62279086,24.21417039,5.362079008,62.02728903,1.938352782,47.43,63.195756,38.94264339,1.315261558,10637531.52,NA,2.08E+12,3797,0.71,1,1.3,2.7,0,1.1,0,1.6,56.1,5.2,7.4,0,0,14,5.9,0,4.6,55,17,94,490,26,34,43,15,12,5,18,13,21,3,7,0,0,0,0,0.63067,0.40649,8.99,4.05,4.94,24.17,29.02,4.85,45,Piedmont,1204.47,1274.98,70.51
3434,VA17719,38.35167,-77.63834,Hunting Run,HS,NA,NA,NA,NA,17000,9365,1.6592126,NA,NA,41.46331945,NA,NA,18.12993,10.92682927,0.86950814,11551540.2,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.94,4.08,4.86,24.14,29.02,4.88,45,Piedmont,1204.47,1274.98,70.51
3435,VA17901,38.52167,-77.46333,BEAVERDAM RUN,SR,1957,58,56,NA,NA,9600,1.931143883,25.03293684,5.081587152,20.11748951,0.359240884,NA,NA,NA,0.3910453,11841408,87.8,2.07E+12,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.32,4.11,5.2,24.41,29.32,4.9,45,Piedmont,1204.47,1274.98,70.51
3436,VA19901,37.13667,-76.46,POQUOSON RIVER,S,1919,96,NA,NA,5990,1056,1.042939993,16.4287119,4.538044435,23.24259872,NA,NA,NA,NA,0.614774191,1302554.88,6.1,2.08E+12,3830,0.88,1,9.6,6.6,3.3,2.9,0,1,34.4,10.8,19.5,0,0,9.9,0,0,2.1,236,4,281,595,50,45,65,6,7,1,2,15,22,2,3,0,0,0,0,0.97748,0.98392,11.15,3.65,7.49,25.6,29.92,4.32,63,Middle Atlantic Coastal Plain,1249.9,1315.05,65.15
3437,VA19903,37.30333,-76.715,QUEENS CREEK,SHR,1965,50,34,NA,7274,4603,1.42044786,NA,NA,20.72359915,0.609517622,NA,17.7932313,12.52649573,0.469691973,5677708.44,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.03,3.75,7.28,25.29,29.79,4.5,65,Southeastern Plains,1354.02,1363.28,9.26
3438,VA19909,37.35833,-76.66167,TR-YORK RIVER,R,1934,81,16,401,101,43,1.066661966,16.6772377,4.555180651,0.383187865,0.023949242,NA,NA,NA,0.010022105,53039.64,NA,NA,60538,-10000,NA,33.8,18.1,0,4.4,0.2,1,12.4,7.5,6,0,0,12.6,3.6,0,0.5,256,6,306,556,42,47,71,29,18,1,3,4,7,0,0,0,0,0,0,1,1,10.86,3.75,7.11,25.42,29.91,4.49,65,Southeastern Plains,1354.02,1363.28,9.26
3439,VA19911,37.09167,-76.425,BRICK KILN CREEK,R,1941,74,16,1500,1430,1190,1.0521836,NA,NA,5.499987374,0.343749211,NA,17.7414315,16.86153846,0.144836003,1467841.2,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.27,3.64,7.63,25.68,29.99,4.3,63,Middle Atlantic Coastal Plain,1249.9,1315.05,65.15
3440,VA68001,37.425,-79.14167,JAMES RIVER,R,1839,176,NA,NA,3950,1800,1.4973382,NA,NA,10.67565117,NA,NA,8805.966,5881.081081,0.235664966,2220264,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.26,3.92,5.34,24.06,28.96,4.9,45,Piedmont,1204.47,1274.98,70.51
3441,VA70006,37.17833,-76.56,WARWICK RIVER,SCR,1945,70,20,NA,4111,445,1.8008527,NA,NA,9.238181039,0.461909052,NA,36.1562604,20.07730337,0.18595505,548898.6,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.1,3.68,7.41,25.5,29.88,4.38,63,Middle Atlantic Coastal Plain,1249.9,1315.05,65.15
3442,VA71002,36.91333,-76.18833,TR-LITTLE CREEK,HCR,1899,116,NA,NA,3200,3000,1.618744,NA,NA,7.999981635,NA,NA,22.014915,13.6,0.169848027,3700440,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.48,3.57,7.9,25.72,29.9,4.19,63,Middle Atlantic Coastal Plain,1249.9,1315.05,65.15
3443,VA80001,36.73833,-76.61333,COHOON CREEK,S,1912,103,NA,NA,8000,6025,2.02343,NA,NA,15.99996327,NA,NA,86.246667,42.624,0.303833388,7431717,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.22,3.61,7.6,25.36,29.7,4.34,63,Middle Atlantic Coastal Plain,1249.9,1315.05,65.15
3444,VA80003,36.84,-76.62833,GREAT SWAMP,SR,1942,73,NA,NA,11110,7449,2.41192856,49.22163209,8.940641502,18.6408968,NA,81.4,63.972753,26.52348993,0.324224019,9188192.52,10.7,2.08E+12,4094,0.89,1,5.2,10.3,0.1,1.2,0,0.9,14.6,9,20.7,0,0,28.9,8.4,0,0.7,222,5,264,659,35,8,10,61,53,8,27,6,9,0,1,0,0,0,0,0.77192,0.25456,11.34,3.62,7.71,25.54,29.89,4.35,63,Middle Atlantic Coastal Plain,1249.9,1315.05,65.15
3445,VA80004,36.8,-76.64,NANSEMOND,S,1921,94,25,NA,15100,11350,3.82832956,68.65580456,9.898456837,15.96190839,0.638476336,72.36,77.0522025,20.12684989,0.220364057,13999998,7.6,2.08E+12,4095,0.85,1,4,13.1,0.1,2.5,0.1,0.4,12.2,7.5,15.1,0,0,37.8,5.8,0,1.5,225,6,268,810,88,8,8,65,58,7,26,4,7,1,1,0,0,0,0,0.85583,0.50241,11.26,3.62,7.64,25.41,29.76,4.35,63,Middle Atlantic Coastal Plain,1249.9,1315.05,65.15
3446,VA80011,36.83833,-76.62,"WESTERN BRANCH, NANSEMOND",HS,1963,52,NA,NA,27970,14620,5.18807452,67.38003528,8.344936233,21.81742261,NA,NA,168.8155482,32.53915757,0.258738434,18033477.6,NA,2.08E+12,4093,0.97,2,5.8,11.6,0.1,1.9,0,0.7,12.8,8.3,17.7,0,0,33.1,6.7,0,1.3,205,5,244,691,34,8,9,63,57,7,25,5,7,1,2,0,0,0,0,0.89628,0.51923,11.34,3.62,7.72,25.57,29.92,4.35,63,Middle Atlantic Coastal Plain,1249.9,1315.05,65.15
3447,VA80013,36.74667,-76.58833,NANSEMOND RIVER,S,1959,56,NA,NA,10500,6372,2.3876474,NA,NA,17.79656931,NA,NA,166.277358,69.64067797,0.311108443,7859734.56,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.23,3.61,7.62,25.4,29.73,4.33,63,Middle Atlantic Coastal Plain,1249.9,1315.05,65.15
3448,VA81003,36.75667,-76.145,NORTH LANDING RIVER,S,1912,103,NA,NA,3000,1353,1.065010928,11.5667926,3.161773881,11.39946249,NA,NA,NA,NA,0.298378788,1668898.44,NA,3.01E+12,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.56,3.54,8.03,25.68,29.88,4.2,63,Middle Atlantic Coastal Plain,1249.9,1315.05,65.15
3449,VA83001,38.2266,-79.8237,LITTLE BACK CREEK,S,1984,31,NA,32400,37500,37500,1.0724179,NA,NA,141.5091091,NA,NA,6.215976,5.796226415,3.691160866,46255500,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.03,4.02,1,19.68,24.66,4.97,67,Ridge and Valley,1175.45,1253.37,77.91
3450,VA83002,38.1973,-79.8068,BACK CREEK,S,1984,31,118,60000,30500,30500,2.2460073,7.095053564,1.335503369,54.9548288,0.465718888,52.03,190.105266,84.64144144,0.990514598,37621140,NA,2.08E+12,3859,1.06,1,0.9,0,0,0,0,0,67.1,5,15.2,0,0,10.4,0.6,0,0.6,81,12,131,458,25,1,2,3,7,8,38,28,52,1,2,0,0,0,0,0.64574,0.47286,5.29,4.02,1.27,19.92,24.89,4.97,67,Ridge and Valley,1175.45,1253.37,77.91
3451,VA83005,38.01192,-77.71328,N ANNA R,SR,1972,43,94.2,88000,487000,305000,80.9372,423.3459613,13.27444047,24.3499441,0.258491976,252.22,888.36657,10.976,0.073111296,376211400,76.2,2.08E+12,4264,0.9,3,5.1,0.8,0,0.7,0,0.3,44.9,9.6,13.1,0,0,21.9,1.5,0,2.1,47,15,82,281,7,8,9,24,18,13,45,16,25,2,3,0,0,0,0,0.50838,0.14251,9.33,4,5.33,24.3,29.13,4.83,45,Piedmont,1204.47,1274.98,70.51
3452,VA83007,38.1043,-78.4678,S FK RIVANNA R,H,1965,50,50,157700,38600,38600,1.614212124,36.3325275,8.066965501,96.77070014,1.935414003,245.132,670.80741,415.5634217,2.057425811,47612328,116.4,2.08E+12,3995,0.97,3,0.8,0.1,0.1,1.4,0,0.4,46.6,7.6,18.5,0,0,23.2,0.8,0,0.5,52,14,87,437,39,17,19,16,18,12,39,17,23,0,1,0,0,0,0,0.86819,0.79825,9.44,4.05,5.39,24.17,29.09,4.92,64,Northern Piedmont,1169.27,1267.91,98.64
