FID,UID,SITE_ID,VISIT_NO,INDEX_NLA,AGGR_ECO3_,AGGR_ECO9_,AREA_HA,COMID2012,ELEVATION,EPA_REG,LAKE_ORIGI,STATE,WGT_ALL,REF_NLA12_,RT_NLA12,RT_NLA12_B,RT_NLA12_Z,CHLX_RESUL,CHLX_UNITS,INDEX_SITE,INDEX_LAT_,INDEX_LON_,COLOR_RESU,COLOR_UNIT,CHLORIDE_R,CHLORIDE_U,NTL_RESULT,NTL_UNITS,PTL_RESULT,PTL_UNITS,TROPHIC_ST,BENT_COND,MMI_BENT_N,ZOOP_COND,MMI_ZOOP_N,AMITOTAL,HORIZDD,LitCvrQc3O,LitRipCvrQ,RDis_IX,RVegQc3OE,VERTDD,MICX_RESUL,MICX_UNITS,ATRAZINE_R,ATRAZINE_U,TOTALHG_RE,TOTALHG_UN,METHYLMERC,METHYLME_1,NAME
172,6374,NLA12_KY-122,1,Y,EHIGH,SAP,156.2603558,10263472,222.96,Region_4,MAN_MADE,KY,12.7219014, ,S,S,S,48.54545455,ug/L,8.2,38.20749,-85.14007,6,APHA Pt-Co,9.279,mg/L,1.03,mg/L,95,ug/L,EUTROPHIC,Poor,9,Fair,60.62,0.04,0,0.562349161,0.617083904,0.737234043,0.620356049,0,0.10388,ppb,1.09,ppb,47.62,ng/g,0.85,ng/g,Ohio
173,7298,NLA12_MD-103,1,Y,EHIGH,SAP,12.75269087,3806795,779.28,Region_3,MAN_MADE,MD,15.42027947, ,T,T,T,0.842666667,ug/L,3.1,39.68679,-79.2295,10,APHA Pt-Co,158.787,mg/L,0.271,mg/L,5,ug/L,MESOTROPHIC,Fair,44.1,Good,84.5,0.1325,0,0.503739902,0.811604287,0.275399914,0.598922098,0,0.08167,ppb,0,ppb,177.05,ng/g,0.59,ng/g,Ohio
174,8023,NLA12_OH-101,1,Y,PLNLOW,TPL,391.6292587,5213645,276.06,Region_5,MAN_MADE,OH,4.636408427, ,S,S,S,74.56,ug/L,3.2,40.39489,-83.04757,30,APHA Pt-Co,41.341,mg/L,1.326,mg/L,159,ug/L,EUTROPHIC,Fair,34,Fair,40.38,0.0925,0.87,2.723425413,1.287226982,0.164494988,0.384596218,0.7,0.09333,ppb,1.38,ppb,69.65,ng/g,0.91,ng/g,Ohio
175,8387,NLA12_OH-101,2,N,PLNLOW,TPL,391.6292587,5213645,276.06,Region_5,MAN_MADE,OH,4.636408427, ,S,S,S,62.6,ug/L,3,40.39489,-83.04757,30,APHA Pt-Co,42.587,mg/L,1.215,mg/L,155,ug/L,EUTROPHIC,Not Assessed,NA,Good,48.23,0.1225,0.95,2.978000016,1.680825254,0.461485176,0.880888013,0.31,0.07891,ppb,1.31,ppb,NA,NA,NA,NA,Ohio
176,7572,NLA12_OH-102,1,Y,PLNLOW,TPL,327.1193671,3982320,291.82,Region_5,MAN_MADE,OH,31.11033857, ,T,T,T,81.6,ug/L,1,40.38076,-84.32321,32,APHA Pt-Co,68.617,mg/L,2.129,mg/L,572,ug/L,EUTROPHIC,Poor,25.8,Fair,33.3,0.01,0.22,1.937105639,1.28309508,0.621244635,0.892660958,0.24,0.08482,ppb,1.32,ppb,81.36,ng/g,0.19,ng/g,Ohio
177,6923,NLA12_OH-103,1,Y,EHIGH,SAP,43.0430055,19453325,322.66,Region_5,MAN_MADE,OH,133.6314581, ,S,S,S,3.76,ug/L,9,40.03879,-81.01341,9,APHA Pt-Co,25.721,mg/L,0.353,mg/L,17,ug/L,MESOTROPHIC,Poor,19.4,Fair,62.82,0.3775,0.14,0.729206084,0.773727204,0.236240549,0.744685281,0.11,0.0884,ppb,0,ppb,62.27,ng/g,3.9,ng/g,Ohio
178,8635,NLA12_OH-105,1,Y,PLNLOW,TPL,2018.923135,166899198,303.7,Region_5,MAN_MADE,OH,31.11033857, ,S,S,S,111.2,ug/L,1.5,40.49541,-83.88745,16,APHA Pt-Co,14.928,mg/L,1.36,mg/L,138,ug/L,EUTROPHIC,Not Assessed,NA,Poor,17.07,0.077272727,0.672727273,0.724781023,0.373689499,0.851278462,0.154777967,0.681818182,1.3513,ppb,0.86,ppb,61.62,ng/g,0.18,ng/g,Ohio
179,8256,NLA12_OH-106,1,Y,EHIGH,SAP,24.24931458,15429940,241.93,Region_5,MAN_MADE,OH,133.6314581, ,S,S,S,9.066666667,ug/L,8.1,39.77597,-81.52269,22,APHA Pt-Co,5.259,mg/L,0.448,mg/L,21,ug/L,MESOTROPHIC,Fair,41.9,Fair,60.35,0,0.15,0.876300452,1.018912869,0.13321756,1.090986389,0.25,0.06639,ppb,0,ppb,55.56,ng/g,2.2,ng/g,Ohio
180,8642,NLA12_OH-113,1,Y,EHIGH,SAP,8.113327045,19387372,331.22,Region_5,MAN_MADE,OH,92.69413335, ,T,T,T,88.8,ug/L,3.2,40.75939,-81.10032,28,APHA Pt-Co,5.563,mg/L,1.778,mg/L,164,ug/L,EUTROPHIC,Poor,14.9,Poor,54.88,0.02,0.5,0.158474234,0.197273541,0.606760886,0.218831541,0.5,0.3316,ppb,0,ppb,132.08,ng/g,0.28,ng/g,Ohio
181,8207,NLA12_OH-115,1,Y,EHIGH,SAP,47.7415983,15417707,240.23,Region_5,MAN_MADE,OH,16.94408889, ,S,S,S,3.188,ug/L,7.3,39.65512,-82.47297,5,APHA Pt-Co,12.893,mg/L,0.234,mg/L,9,ug/L,MESOTROPHIC,Good,52.9,Good,74.33,0.01,0.888888889,1.262656916,1.056095002,0.677535469,0.780790011,0.666666667,0.94085,ppb,0,ppb,65.13,ng/g,0.46,ng/g,Ohio
182,8487,NLA12_OH-122,1,Y,PLNLOW,TPL,7.121802446,3881524,287.29,Region_5,MAN_MADE,OH,92.69413335, ,S,S,S,64.32,ug/L,3.9,39.66125,-84.64647,27,APHA Pt-Co,20.723,mg/L,1.475,mg/L,109,ug/L,EUTROPHIC,Fair,37.8,Fair,39.92,0.7625,0.61,2.565662895,1.515218296,0.378801302,0.871989137,0.54,0.07746,ppb,4.71,ppb,54.12,ng/g,2.2,ng/g,Ohio
183,7294,NLA12_OH-127,1,Y,EHIGH,SAP,65.08673406,3484673,211.53,Region_5,MAN_MADE,OH,22.92435556, ,S,S,S,1.712,ug/L,12,39.05566,-82.69068,11,APHA Pt-Co,2.714,mg/L,0.208,mg/L,8,ug/L,MESOTROPHIC,Good,70,Good,78.12,0.1225,1.66,1.533632033,1.312979021,0.399498998,0.991750996,0.71,0.08445,ppb,0,ppb,73.33,ng/g,0.58,ng/g,Ohio
184,7652,NLA12_OH-134,1,Y,PLNLOW,TPL,15.31624221,3982422,275.41,Region_5,MAN_MADE,OH,92.69413335, ,S,S,S,77.44,ug/L,2.6,40.17657,-84.26595,24,APHA Pt-Co,34.88,mg/L,1.395,mg/L,289,ug/L,EUTROPHIC,Poor,22.1,Good,56.65,0.305,0,3.858588942,2.463775712,0,1.623032643,0,0.21548,ppb,1.83,ppb,55.3,ng/g,1,ng/g,Ohio
185,7637,NLA12_OH-137,1,Y,EHIGH,NAP,34.55700602,19386214,293.92,Region_5,NATURAL,OH,16.94408889, ,T,T,T,36.25714286,ug/L,12.5,41.0549,-81.54556,20,APHA Pt-Co,153.589,mg/L,0.845,mg/L,41,ug/L,EUTROPHIC,Poor,9.8,Poor,55.72,0.765,0,0.822051632,0.629259488,0.843617021,0.53901413,0,1.01812,ppb,0.11,ppb,266.67,ng/g,1.3,ng/g,Ohio
186,6451,NLA12_PA-107,1,Y,EHIGH,SAP,18.170257,4753962,551.86,Region_3,MAN_MADE,PA,73.24424262, ,S,S,S,5.79,ug/L,2.7,40.161231,-79.052467,40,APHA Pt-Co,8.67,mg/L,0.96,mg/L,41,ug/L,EUTROPHIC,Fair,40.6,Good,78.12,0.0725,0,0.317203855,0.484652976,0.675581395,0.440813362,0,0,ppb,0,ppb,98.55,ng/g,0.59,ng/g,Ohio
187,8201,NLA12_PA-111,1,Y,EHIGH,SAP,101.6901803,10220576,420.82,Region_3,MAN_MADE,PA,53.03929921, ,S,S,S,19.22,ug/L,6.1,41.23434,-79.65018,10,APHA Pt-Co,6.08,mg/L,0.74,mg/L,36,ug/L,EUTROPHIC,Poor,37.1,Good,72.03,0.71,31.4,0.914839727,0.641911399,0.282608696,0.180582529,1.97,0.26,ppb,0.162,ppb,105.07,ng/g,0.33,ng/g,Ohio
188,7982,NLA12_PA-113,1,Y,EHIGH,NAP,373.9032105,9051389,327.01,Region_3,NATURAL,PA,53.03929921, ,T,T,T,5.65,ug/L,12.8,41.62257,-80.30467,10,APHA Pt-Co,10.34,mg/L,0.31,mg/L,13,ug/L,MESOTROPHIC,Poor,15.7,Good,75.57,0.3025,0,0.71979689,0.362670607,0.795833333,0.248722968,0,0,ppb,0.061,ppb,130.43,ng/g,1.5,ng/g,Ohio
189,8202,NLA12_PA-115,1,Y,EHIGH,NAP,10.5763192,166899112,337.25,Region_3,MAN_MADE,PA,72.92903642, ,T,T,T,11.39,ug/L,3.4,40.99926,-80.49228,5,APHA Pt-Co,14.03,mg/L,0.39,mg/L,17,ug/L,EUTROPHIC,Poor,2.8,Poor,58.8,0.4525,0,1.040646477,1.112047758,0.17962963,1.007554516,0,0,ppb,0,ppb,98.04,ng/g,0.18,ng/g,Ohio
190,8422,NLA12_PA-119,1,Y,EHIGH,SAP,334.093423,4752528,495.15,Region_3,MAN_MADE,PA,53.03929921, ,T,T,T,1.8,ug/L,17,40.16415,-78.96668,5,APHA Pt-Co,14.79,mg/L,0.7,mg/L,5,ug/L,NA,Good,69.8,Good,77.4,0.365,7.5,0.323131927,0.454657813,0.384276127,0.408497392,0.6,0,ppb,0.216,ppb,152.38,ng/g,0.84,ng/g,Ohio
191,6692,NLA12_WV-101,1,Y,EHIGH,SAP,60.88711264,3809265,782.59,Region_3,MAN_MADE,WV,15.05817739, ,T,T,T,2.284,ug/L,6.1,39.46913,-79.49886,8,APHA Pt-Co,2.674,mg/L,0.173,mg/L,6,ug/L,MESOTROPHIC,Good,63.7,Good,71.77,0.316666667,0,0.333489057,0.389744724,0.655660377,0.182143053,0,0.06063,ppb,0,ppb,179.86,ng/g,3.1,ng/g,Ohio
192,8299,NLA12_WV-101,2,N,EHIGH,SAP,60.88711264,3809265,782.59,Region_3,MAN_MADE,WV,15.05817739, ,T,T,T,4.48,ug/L,6.5,39.46893,-79.49925,8,APHA Pt-Co,2.61,mg/L,0.225,mg/L,10,ug/L,MESOTROPHIC,Good,65.2,Good,76.07,0.255,0,0.43149601,0.561269038,0.60990991,0.331391145,0,0.08584,ppb,0,ppb,NA,NA,NA,NA,Ohio
193,6554,NLA12_WV-102,1,Y,EHIGH,SAP,334.3315596,76669453,238.52,Region_3,MAN_MADE,WV,40.78008395,R,R,R,R,2.232,ug/L,9.9,38.82328,-80.5948,14,APHA Pt-Co,1.946,mg/L,0.128,mg/L,16,ug/L,EUTROPHIC,Poor,34.5,Fair,67.62,0.06,0,0.57044087,0.745654149,0.27962963,0.861938604,0,0.09088,ppb,0,ppb,NA,NA,NA,NA,Ohio
194,8470,NLA12_WV-105,1,Y,EHIGH,SAP,2.663302177,19324003,275.21,Region_3,MAN_MADE,WV,56.5, ,S,S,S,15.3,ug/L,1.7,38.36549,-81.25354,18,APHA Pt-Co,1.419,mg/L,0.365,mg/L,36,ug/L,EUTROPHIC,Fair,45.6,Poor,47.12,0.4075,0,0.798165413,0.742461264,0.655072464,0.630961206,0,0.06288,ppb,0,ppb,67.46,ng/g,1.8,ng/g,Ohio
195,6590,NLA12_WV-106,1,Y,EHIGH,SAP,1556.199107,167484418,323.3,Region_3,MAN_MADE,WV,10.01662192, ,S,S,S,0.892,ug/L,16.5,38.99844,-80.47625,8,APHA Pt-Co,3.059,mg/L,0.153,mg/L,14,ug/L,MESOTROPHIC,Fair,47.2,Good,89.22,0.1575,0,0.763702315,0.851017913,0.363157895,0.836667995,0,0.08824,ppb,0,ppb,NA,NA,NA,NA,Ohio
196,6827,NLA12_WV-111,1,Y,EHIGH,SAP,5.198673047,3769116,303.27,Region_3,MAN_MADE,WV,21.17800063, ,S,S,S,2.229090909,ug/L,8.1,39.51558,-80.41022,9,APHA Pt-Co,2.008,mg/L,0.245,mg/L,11,ug/L,MESOTROPHIC,Good,56.9,Poor,48.15,0.1675,0,0.531425176,0.622118775,0.591269841,0.643915027,0,0.15184,ppb,0,ppb,59.06,ng/g,2.6,ng/g,Ohio
197,6877,NLA12_WV-112,1,Y,EHIGH,SAP,10.19279203,19314376,172.31,Region_3,MAN_MADE,WV,21.17800063, ,T,T,T,25.25714286,ug/L,2.5,38.8373,-82.12579,12,APHA Pt-Co,4.138,mg/L,0.658,mg/L,63,ug/L,EUTROPHIC,Poor,28.5,Fair,60.5,0.118181818,0,0.198568786,0.207741528,0.860332295,0.199515133,0,0.20116,ppb,0.51,ppb,38.46,ng/g,0.22,ng/g,Ohio
198,8394,NLA12_WV-112,2,N,EHIGH,SAP,10.19279203,19314376,172.31,Region_3,MAN_MADE,WV,21.17800063, ,T,T,T,63.2,ug/L,2.1,38.83738,-82.12611,20,APHA Pt-Co,4.368,mg/L,1.016,mg/L,116,ug/L,EUTROPHIC,Poor,35.9,Fair,63.7,0.122727273,0,0.179352354,0.155158333,0.88265003,0.119710008,0,0.14681,ppb,0.06,ppb,NA,NA,NA,NA,Ohio
199,7972,NLA12_DE-103,1,Y,PLNLOW,CPL,27.27602749,8390734,1.55,Region_3,MAN_MADE,DE,25.70326543, ,S,S,S,12.72,ug/L,1.7,38.64418,-75.54819,30,APHA Pt-Co,8.281,mg/L,0.923,mg/L,81,ug/L,EUTROPHIC,Good,56.1,Fair,52.62,0.4975,0,0.750495157,0.681554445,0.305882353,0.70049054,0,0.14071,ppb,0,ppb,126.67,ng/g,1,ng/g,Chesapeake
200,8115,NLA12_DE-104,1,Y,PLNLOW,CPL,34.45884719,8390908,1.55,Region_3,MAN_MADE,DE,15.47940839, ,S,S,S,45.12,ug/L,1.9,38.55801,-75.5584,32,APHA Pt-Co,13.761,mg/L,2.73,mg/L,182,ug/L,EUTROPHIC,Good,58,Poor,40.32,0.195,0,0.553014321,0.56750823,0.6,0.713694194,0,0.07803,ppb,0,ppb,150.6,ng/g,1.2,ng/g,Chesapeake
201,6780,NLA12_DE-105,1,Y,PLNLOW,CPL,7.112233821,8390906,1.96,Region_3,MAN_MADE,DE,15.15970942, ,T,T,T,3.056,ug/L,2.4,38.56023,-75.62947,13,APHA Pt-Co,14.509,mg/L,6.219,mg/L,16,ug/L,EUTROPHIC,Good,65.9,Good,71.38,1.209375,0,1.08226657,0.954161724,0.254807692,0.909250354,0,0,ppb,0.06,ppb,74.3,ng/g,0.68,ng/g,Chesapeake
202,8620,NLA12_DE-105,2,N,PLNLOW,CPL,7.112233821,8390906,1.96,Region_3,MAN_MADE,DE,15.15970942, ,T,T,T,3.528,ug/L,2.2,38.5597,-75.63004,22,APHA Pt-Co,13.477,mg/L,8.063,mg/L,28,ug/L,HYPEREUTROPHIC,Good,69.7,Good,75.53,0.9625,0,1.309553384,0.966369857,0.32972973,0.540751701,0,0,ppb,0,ppb,NA,NA,NA,NA,Chesapeake
203,8469,NLA12_DE-121,1,Y,PLNLOW,CPL,23.80019663,8390936,7.95,Region_3,MAN_MADE,DE,4.310621408, ,S,S,S,15.472,ug/L,1.5,38.52071,-75.51102,260,APHA Pt-Co,11.219,mg/L,2.185,mg/L,191,ug/L,EUTROPHIC,Good,64.6,Good,71.33,0.3125,0,0.982523887,0.842968371,0,0.67592926,0,0.06756,ppb,0.09,ppb,116.44,ng/g,2.1,ng/g,Chesapeake
204,6968,NLA12_MD-101,1,Y,EHIGH,SAP,85.66903349,14362370,380.07,Region_3,MAN_MADE,MD,3.760771862, ,S,S,S,1.776,ug/L,11.6,39.70446,-78.65157,12,APHA Pt-Co,3.171,mg/L,0.218,mg/L,6,ug/L,MESOTROPHIC,Good,56.1,Good,81.12,0.22,0,0.288472846,0.449183095,0.720308043,0.484256079,0,0.07522,ppb,0,ppb,45.85,ng/g,0.32,ng/g,Chesapeake
205,8285,NLA12_MD-101,2,N,EHIGH,SAP,85.66903349,14362370,380.07,Region_3,MAN_MADE,MD,3.760771862, ,S,S,S,1.668,ug/L,10.9,39.70436,-78.65134,10,APHA Pt-Co,3.287,mg/L,0.231,mg/L,4,ug/L,MESOTROPHIC,Good,54.7,Good,79.1,0.3825,0,0.545195163,0.504390595,0.837209302,0.31969109,0,0.09679,ppb,0,ppb,NA,NA,NA,NA,Chesapeake
206,6777,NLA12_MD-102,1,Y,EHIGH,SAP,12.71046189,11905358,90.62,Region_3,MAN_MADE,MD,15.42027947, ,T,T,T,42.56,ug/L,1.2,39.21571,-76.85407,14,APHA Pt-Co,56.945,mg/L,0.89,mg/L,81,ug/L,EUTROPHIC,Poor,23.4,Poor,43.12,0.1,0,0.505834815,0.296636387,0.737545126,0.214784585,0,0.091,ppb,0.06,ppb,69.4,ng/g,0.28,ng/g,Chesapeake
207,7955,NLA12_MD-104,1,Y,PLNLOW,CPL,52.58747903,8383217,2.91,Region_3,MAN_MADE,MD,6.639062368, ,S,S,S,118.8,ug/L,1.6,38.38491,-75.59608,14,APHA Pt-Co,15.984,mg/L,2.343,mg/L,165,ug/L,EUTROPHIC,Fair,46.3,Good,58.47,0.1475,0,0.217391346,0.251023897,0.736346516,0.348203747,0,0.5022,ppb,0.09,ppb,292.31,ng/g,2.2,ng/g,Chesapeake
208,6905,NLA12_MD-105,1,Y,PLNLOW,CPL,20.6297774,8383153,10.81,Region_3,MAN_MADE,MD,17.07045644, ,S,S,S,22.24,ug/L,1.8,38.42391,-75.558,32,APHA Pt-Co,10.09,mg/L,0.611,mg/L,77,ug/L,MESOTROPHIC,Good,54.6,Good,67.03,0.1375,0,0.298272185,0.297799783,0.504134929,0.305547076,0,0.51019,ppb,0,ppb,112.2,ng/g,0.42,ng/g,Chesapeake
209,7983,NLA12_MD-105,2,N,PLNLOW,CPL,20.6297774,8383153,10.81,Region_3,MAN_MADE,MD,17.07045644, ,S,S,S,43.2,ug/L,1.6,38.42394,-75.55796,35,APHA Pt-Co,10.148,mg/L,0.871,mg/L,91,ug/L,MESOTROPHIC,Good,59.5,Good,73.42,0.15,0,0.273708594,0.250268211,0.69375,0.222326106,0,0.30255,ppb,0,ppb,NA,NA,NA,NA,Chesapeake
210,7558,NLA12_MD-108,1,Y,EHIGH,SAP,77.27868199,22337203,101.6,Region_3,MAN_MADE,MD,9.290044322, ,S,S,S,26,ug/L,2.5,39.12212,-77.1295,28,APHA Pt-Co,23.786,mg/L,0.57,mg/L,42,ug/L,EUTROPHIC,Poor,36.5,Poor,42.93,0.175,0,0.421146971,0.323101951,0.775918762,0.318767687,0,1.95323,ppb,0,ppb,44.6,ng/g,0.24,ng/g,Chesapeake
211,7219,NLA12_MD-115,1,Y,PLNLOW,CPL,1.236693738,11908974,2.05,Region_3,MAN_MADE,MD,199, ,T,T,T,105.6,ug/L,1.2,38.32557,-76.43279,15,APHA Pt-Co,441.402,mg/L,1.548,mg/L,87,ug/L,EUTROPHIC,Poor,25,Fair,50.07,0.005,0,0.199789587,0.198968251,0.873015873,0.234948331,0,0.14389,ppb,0.2,ppb,128.89,ng/g,0.75,ng/g,Chesapeake
212,7527,NLA12_MD-118,1,Y,PLNLOW,CPL,21.09182722,4764494,8.69,Region_3,MAN_MADE,MD,17.07045644, ,T,T,T,3.686153846,ug/L,0.9,39.24322,-75.85558,19,APHA Pt-Co,16.261,mg/L,5.8,mg/L,50,ug/L,MESOTROPHIC,Poor,27.7,Good,73.7,0.9025,0,0.487985595,0.466311122,0.291111111,0.45639091,0,0,ppb,0.17,ppb,136.08,ng/g,1.1,ng/g,Chesapeake
213,8597,NLA12_NY-0112,1,Y,EHIGH,NAP,4.094913633,8118661,325.07,Region_2,NATURAL,NY,113.968679, ,S,S,S,5.137777778,ug/L,3.8,42.32539,-77.17684,30,APHA Pt-Co,31.142,mg/L,0.486,mg/L,33,ug/L,MESOTROPHIC,Fair,39.8,Good,76.98,1.225,0,1.129863575,1.4216422,0.287234043,1.545528315,0,0.08085,ppb,0,ppb,125,ng/g,0.5,ng/g,Chesapeake
214,6537,NLA12_PA-101,1,Y,EHIGH,SAP,3347.381141,4690013,239.41,Region_3,MAN_MADE,PA,19.66947858, ,S,S,S,3.47,ug/L,28.7,40.359364,-78.134766,15,APHA Pt-Co,8.38,mg/L,1.26,mg/L,25,ug/L,OLIGOTROPHIC,Good,65.1,Poor,52.22,0.085,0,0.982198911,0.876180095,0.396969697,0.713750856,0,0,ppb,0.702,ppb,77.59,ng/g,0.42,ng/g,Chesapeake
215,8507,NLA12_PA-101,2,N,EHIGH,SAP,3347.381141,4690013,239.41,Region_3,MAN_MADE,PA,19.66947858, ,S,S,S,5.14,ug/L,17.7,40.359953,-78.134937,5,APHA Pt-Co,10.04,mg/L,0.44,mg/L,10,ug/L,MESOTROPHIC,Fair,46.4,Poor,48.85,0.0975,0,1.4037266,1.059943497,0.15,0.670276414,0,0,ppb,0.406,ppb,NA,NA,NA,NA,Chesapeake
216,7113,NLA12_PA-105,1,Y,EHIGH,NAP,12.61952818,8088311,408.87,Region_3,MAN_MADE,PA,126.7339878, ,S,S,S,0,ug/L,4.1,41.9717,-75.88019,15,APHA Pt-Co,2.21,mg/L,0.25,mg/L,11,ug/L,MESOTROPHIC,NA,NA,Good,70.47,0.53,0,0.485016946,0.666307194,0.571428571,0.744451546,0,0,ppb,0,ppb,147.06,ng/g,1.7,ng/g,Chesapeake
217,6833,NLA12_PA-109,1,Y,EHIGH,NAP,102.1447463,2601509,677.12,Region_3,NATURAL,PA,53.03929921, ,S,S,S,11.19,ug/L,3.1,41.34296,-76.30098,20,APHA Pt-Co,2.99,mg/L,0.27,mg/L,10,ug/L,MESOTROPHIC,NA,NA,Good,76.77,0.5075,0,1.83481839,1.023585236,0.332608696,0.868017751,0,0,ppb,0,ppb,266.13,ng/g,2.4,ng/g,Chesapeake
218,7122,NLA12_PA-110,1,Y,EHIGH,NAP,14.54417692,4194876,380.19,Region_3,NATURAL,PA,72.92903642, ,S,S,S,24.92,ug/L,2.2,41.7278,-75.69421,20,APHA Pt-Co,4.24,mg/L,0.8,mg/L,77,ug/L,EUTROPHIC,NA,NA,Poor,52.52,0.3125,0,1.396421167,0.875758006,0.61595092,0.6991706,0,0,ppb,0,ppb,229.39,ng/g,2.7,ng/g,Chesapeake
219,7269,NLA12_PA-114,1,Y,EHIGH,NAP,54.95462004,4194970,500.32,Region_3,NATURAL,PA,53.03929921, ,T,T,T,2.35,ug/L,8.4,41.6328,-75.54845,5,APHA Pt-Co,7.08,mg/L,0.27,mg/L,5,ug/L,EUTROPHIC,Good,70.3,Good,80,0.1775,0,0.439347969,0.347081986,0.838562092,0.361344475,0,0,ppb,0,ppb,348.26,ng/g,2.3,ng/g,Chesapeake
220,6832,NLA12_PA-118,1,Y,EHIGH,NAP,28.1537761,2599441,579.2,Region_3,NATURAL,PA,61.40017396, ,T,T,T,5.19,ug/L,4.2,41.280838,-75.485516,10,APHA Pt-Co,6.03,mg/L,0.3,mg/L,14,ug/L,MESOTROPHIC,NA,NA,Fair,69.3,0.095,0,0.399274583,0.228235501,0.902597403,0.185742494,0,0,ppb,0.377,ppb,148.34,ng/g,6.2,ng/g,Chesapeake
221,7054,NLA12_VA-101,1,Y,EHIGH,SAP,28.83811387,8606221,65.73,Region_3,MAN_MADE,VA,47.31527597, ,S,S,S,64.672,ug/L,1.7,37.29605,-77.88547,15,APHA Pt-Co,4.929,mg/L,0.875,mg/L,146,ug/L,MESOTROPHIC,Good,68.1,Poor,49.5,1.1125,0,2.022961479,1.05593931,0.502710027,0.558210635,0,0.09545,ppb,0,ppb,82.09,ng/g,0.53,ng/g,Chesapeake
222,7635,NLA12_VA-101,2,N,EHIGH,SAP,28.83811387,8606221,65.73,Region_3,MAN_MADE,VA,47.31527597, ,S,S,T,81.28,ug/L,2.3,37.29613,-77.88539,25,APHA Pt-Co,4.958,mg/L,0.691,mg/L,159,ug/L,MESOTROPHIC,Good,62.1,Poor,54.35,0.7675,0,1.743467875,1.264395481,0.361904762,1.197449534,0,0.07487,ppb,0,ppb,NA,NA,NA,NA,Chesapeake
223,7260,NLA12_VA-103,1,Y,EHIGH,SAP,10.11166745,4507892,97.61,Region_3,MAN_MADE,VA,71.63758358, ,T,T,T,9.248,ug/L,7.5,38.96505,-77.33373,15,APHA Pt-Co,41.003,mg/L,0.368,mg/L,24,ug/L,MESOTROPHIC,Poor,36.3,Fair,61.95,0,0,0.165431254,0.348420262,0.887920299,0.56931534,0,0.10775,ppb,0,ppb,149,ng/g,0.65,ng/g,Chesapeake
224,7095,NLA12_VA-105,1,Y,EHIGH,SAP,15.44877236,8488912,70.84,Region_3,MAN_MADE,VA,71.63758358, ,S,S,S,11.504,ug/L,3.2,38.21805,-77.66714,48,APHA Pt-Co,2.173,mg/L,0.538,mg/L,80,ug/L,MESOTROPHIC,Poor,31.4,Poor,31.58,0.294444444,0,1.328373061,0.771352829,0.164251208,0.531393579,0,0.08349,ppb,0,ppb,35.11,ng/g,0.1,ng/g,Chesapeake
225,7586,NLA12_VA-106,1,Y,PLNLOW,CPL,18.43287407,10062717,2.67,Region_3,MAN_MADE,VA,141.638501, ,S,S,S,49.12,ug/L,2.3,37.2968,-76.82047,48,APHA Pt-Co,3.227,mg/L,0.731,mg/L,64,ug/L,EUTROPHIC,Good,56.6,Fair,53.3,1.06,0,1.209723417,1.156268208,0,1.253651364,0,0.05739,ppb,0,ppb,88.44,ng/g,1.4,ng/g,Chesapeake
226,6553,NLA12_VA-108,1,Y,EHIGH,SAP,34.27812829,8609463,133.82,Region_3,MAN_MADE,VA,47.31527597,R,S,S,S,11.456,ug/L,3.5,37.21421,-78.61779,13,APHA Pt-Co,3.349,mg/L,0.271,mg/L,61,ug/L,MESOTROPHIC,Fair,44.1,Poor,55.47,0.6125,0,1.666263246,1.242530294,0.105555556,0.988087789,0,0.07471,ppb,0,ppb,62.5,ng/g,0.22,ng/g,Chesapeake
227,7259,NLA12_VA-110,1,Y,EHIGH,SAP,39.68937543,4528811,57.95,Region_3,MAN_MADE,VA,14.87174094, ,T,T,T,6.848,ug/L,12,38.61338,-77.3465,12,APHA Pt-Co,12.663,mg/L,0.379,mg/L,19,ug/L,MESOTROPHIC,Poor,38,Fair,69.37,0.185,0,1.014576129,0.653247953,0.590277778,0.576669814,0,0.15969,ppb,0,ppb,83.61,ng/g,1.2,ng/g,Chesapeake
228,7777,NLA12_VA-112,1,Y,PLNLOW,CPL,4.02019284,10053026,7.18,Region_3,MAN_MADE,VA,181.929181, ,S,S,S,6.417,ug/L,1.9,36.70407,-76.61361,25,APHA Pt-Co,17.964,mg/L,0.356,mg/L,24,ug/L,MESOTROPHIC,Fair,49.7,Fair,51.42,0.62,0,0.678196171,0.533726304,0.866666667,0.343509815,0,0.05887,ppb,0.08,ppb,90.6,ng/g,0.3,ng/g,Chesapeake
229,6587,NLA12_VA-114,1,Y,EHIGH,SAP,1.104430042,8567391,115.74,Region_3,MAN_MADE,VA,581.6, ,S,S,S,25.4,ug/L,3.9,37.975146,-78.428054,23,APHA Pt-Co,4.992,mg/L,0.371,mg/L,35,ug/L,MESOTROPHIC,Good,50.7,Good,75.58,0.255,0,1.052283884,0.709995459,0.260377359,0.512736054,0,0.29177,ppb,0,ppb,93.41,ng/g,0.43,ng/g,Chesapeake
