FID,FID_1,NIDID,Dam_Name,Other_Dam_,GNIS_Name,State,Latitude,Longitude,County,River,Purposes,Year_Compl,Reservoir_,Hydraulic_,NID_Height,Maximum_Di,Maximum_St,Normal_Sto,NID_Storag,NID_Stor_1,Surface_Ar,Surface__1,Surface__2,Surface__3,Surface__4,Drai_ge_Ar,Drai_ge__1,Drai_ge__2,Drai_ge__3,Reservoir1,Reservoi_1,Reservoi_2,Shoreline_,Mean_Depth,I_ex_of_Ba,Developmen,Maximum_De,Mean_Dep_1,Mean_Q,Catchment_,Relative_D,Surface__5,Lake_Volum,Lake_Vol_1,Lake_Vol_2,AreaSqKm,Elevation,ReachCode,E2RF1_,HUC,MEANV,STRAHLER,RR,REACH,NUTCODE,PSEWER,PSEPTIC,POTHER,WATER,WETLA_S,URBGRASS,LURBAN,HURBAN,COMM,FORESTD,FORESTE,FORESTM,SHRUB,GRASS,PASTURE,CROPS,ORCHARDS,BARREN,TNLOADB,TPLOADB,TNYLDB,TPYLDB,TNCONCB,TPCONCB,TNLOADBW,TNYLDBW,TNCONCBW,TNLOAD,TPLOAD,TNYLD,TPYLD,TNCONC,TPCONC,TNPOINT,TPPOINT,TNFERT,TPFERT,T_TMOS,TNFOREST,TPFOREST,TNBARREN,TPBARREN,TNSHRUB,TPSHRUB,TNGRASS,TPGRASS,TNMAN,TPMAN,T_FRAC,TPDFRAC,BASIN NAME
1048,1006,WI00119,UPPER BEAVER DAM,BEAVER DAM,Beaver Dam Lake,WI,43.45435,-88.84332,Dodge,BEAVER DAM CREEK,R,1913,102,10,20,750,57000,30677,57000,2482914300,6405.412362,279019762.5,10.00845682,25921807.07,25.92180707,157,406.62843,100480,4377160000,223589.3104,68.15002179,42.34647384,3.775967548,8.898704084,1.801030222,2.669611225,10,0.889870408,19.1161,15.68673402,0.047212254,0.685046853,1336287052,37839465.96,37.83946596,25.922,.,7.09E+12,20368,7090002,0.47,1,7090002008,21105,7,99,0,1,7.4,5.1,0.2,0.6,0.3,0,3.3,0.1,0,0,0.7,23.7,58.6,0,0,6084,935,34,5,0.16,0.03,12088,67,0.32,50576,2068,279,11,3.09,0.13,7,12,56,28,13,0,0,0,0,0,0,0,0,24,60,0.23514,0.03504,Upper Mississippi
1049,1007,WI00141,LOWER WATERTOWN DAM, ,ND,WI,43.15,-88.71667,JEFFERSON,ROCK,HCR,1904,111,10.5,12.8,1200,2280,250,2280,99316572,390,16988400,0.609375,1578275.4,1.5782754,971,2514.88029,621440,27071480000,.,0,0,0,5.846140425,0,1.670325836,10.5,0.556775279,.,1593.435897,0.125700919,5.118122385,10889975,308370,0.30837,.,.,.,.,.,.,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Upper Mississippi
1050,1008,WI00148,NESHONOC, ,Neshonoc Lake 390,WI,43.91667,-91.06667,LA CROSSE,LA CROSSE,HR,1914,101,0,18,13100,3100,3100,3100,135035690,606.8816064,26435762.78,0.94825251,2455964.898,2.455964898,390,1010.0961,249600,10873200000,40217.63728,12.25833584,7.616979194,2.206557906,5.108068609,3.205809486,#DIV/0!,0,#DIV/0!,.,411.2828554,0.088045314,0.642285843,135035690,3823788,3.823788,2.456,.,7.04E+12,.,.,.,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Upper Mississippi
1051,1009,WI00165,LITTLE RICE RIVER,"KELLEY, KILLARNEY",Killarney Lake,WI,45.58484,-89.81032,Oneida,LITTLE RICE,R,1961,54,12,15,1600,2000,1120,2000,87119800,293.0130327,12763647.7,0.457832864,1185782.722,1.185782722,32,82.87968,20480,892160000,67382.96575,20.53832796,12.76192942,5.320560878,6.825619291,14.86671273,1.706404823,12,0.568801608,.,69.894502,0.169316821,0.858331366,48787088,1381497.6,1.3814976,1.186,.,7.07E+12,.,.,.,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Upper Mississippi
1052,1010,WI00172,AMERY, ,Apple River Flowage 134,WI,45.30895,-92.35963,Polk,APPLE,R,1975,40,8,13,1920,4800,3500,4800,209087520,604.4785734,26331086.66,0.944497771,2446240.159,2.446240159,134,347.05866,85760,3735920000,97680.70915,29.77308015,18.50014023,5.369936027,7.940709882,6.89641853,2.977766206,8,0.992588735,112.058,141.8743423,0.137141971,0.566629179,152459650,4317180,4.31718,2.446,.,7.03E+12,17964,7030005,0.75,2,7030005012,18672,7,83,16,1,7.6,4.1,0.1,0.1,0,0.1,35.9,1,3.4,0,0.2,21.6,25.9,0,0,16959,2958,30,5,0.13,0.02,33144,58,0.26,241697,12774,424,22,2.45,0.14,6,14,28,18,30,11,15,0,0,0,0,0,0,24,53,0.67399,0.46197,Upper Mississippi
1053,1011,WI00178,MURRAY,WEIMER,Lac Sault Dore 272,WI,45.70358,-90.58274,Price,ELK,R,1939,76,10,18,7600,6850,3486,6850,298385315,601.2752159,26191548.4,0.939492525,2433276.62,2.43327662,272,704.47728,174080,7583360000,79630.20295,24.27128586,15.08148266,4.389266342,11.39242745,5.644601546,3.417728235,10,1.139242745,306.892,289.5180034,0.197279125,0.56588996,151849811.4,4299911.28,4.29991128,2.433,.,7.05E+12,18225,7050003,1.24,2,7050003007,18937,8,42,52,6,3,24.8,0.2,0.1,0,0.1,47.8,3,6.7,0,0.5,7,6.6,0,0.1,30614,2658,46,4,0.14,0.01,48412,72,0.23,153049,5549,229,8,0.56,0.02,5,11,5,10,49,31,49,0,0,0,0,0,1,9,28,0.68947,0.35694,Upper Mississippi
1054,1012,WI00179,JOBES,PHILLIPS,ND,WI,45.68283,-90.45194,Price,ELK,R,1943,72,10,16,5300,8000,6200,8000,348479200,419.7347422,18283645.37,0.655835535,1698607.739,1.698607739,216,559.43784,138240,6022080000,62581.51136,19.07484466,11.85256276,4.128662207,19.05961273,2.494234077,5.717883818,10,1.905961273,234.298,329.350864,0.395028224,0.222110606,270071380,7647576,7.647576,1.699,.,7.05E+12,20540,7050003,1.09,2,7050003010,21278,8,42,53,5,3,24.8,0.2,0.2,0,0.2,50.9,2.7,6.3,0,0.3,5.7,5.5,0,0.2,25837,2190,51,4,0.16,0.01,40448,80,0.25,112250,3244,221,6,0.54,0.02,5,12,5,9,49,33,54,0,1,0,0,0,0,8,24,0.59909,0.18626,Upper Mississippi
1055,1013,WI00180,MUSSER, ,Musser Lake 83,WI,45.74087,-90.28731,Price,BIG ELK,R,1936,79,12,21,4900,5600,2790,5600,243935440,503.8527414,21947825.41,0.787269908,2039021.505,2.039021505,83,214.96917,53120,2314040000,89939.19705,27.41346726,17.03394429,5.415617173,11.11433299,7.965767995,2.778583247,12,0.926194416,115.997,105.4276292,0.210248596,0.592496093,121532121,3441409.2,3.4414092,2.039,.,7.05E+12,18229,7050003,0.76,2,7050003017,18941,8,53,40,7,2,27.9,0,0,0,0,60.8,1.4,4.9,0,0.1,1.3,1.3,0,0.3,14144,1172,54,4,0.17,0.01,21962,84,0.26,57786,2141,221,8,0.56,0.02,2,5,1,2,54,41,85,1,1,0,0,0,0,2,6,0.57352,0.1805,Upper Mississippi
1056,1014,WI00187,LOWER POWER,SAINT CROIX,Lake Mallalieu,WI,44.98661,-92.76162,St. Croix,WILLOW,R,1934,81,14,22,15900,3000,1388,3000,130679700,288.9820698,12588058.96,0.451534484,1169469.979,1.169469979,175,453.24825,112000,4879000000,56330.70155,17.16959783,10.66869689,4.478787681,10.38124308,10.02855924,2.224552089,14,0.741517363,511.48,387.5672982,0.259307707,0.683073598,60461141.2,1712070.24,1.71207024,1.169,.,7.03E+12,17956,7030005,1.55,2,7030005004,18664,6,54,43,3,0.8,0.8,0.4,0.3,0.1,0.2,9.9,0.4,1,0,0.2,28.7,57.2,0,0,17976,3418,24,5,0.15,0.03,39233,53,0.32,527744,33614,715,46,1.18,0.08,9,15,46,25,18,2,3,0,0,0,0,0,0,25,57,0.79312,0.51914,Upper Mississippi
1057,1015,WI00194,GHOST LAKE, ,Ghost Lake,WI,46.07432,-91.04932,Sawyer,GHOST CREEK,R,1924,91,14,17,550,2300,1500,2300,100187770,384.2949161,16739886.54,0.600460806,1555187.724,1.555187724,22,56.97978,14080,613360000,33121.0172,10.09528604,6.272921932,2.283610916,5.98497306,5.456262522,1.282494227,14,0.427498076,67.1517,36.63852789,0.129637723,0.840542057,65339850,1850220,1.85022,1.555,.,7.05E+12,18200,7050001,0.82,1,7050001033,18912,8,77,22,1,6.4,25.2,0,0,0,0,34.6,16.5,15.2,0,0.2,0.3,1.1,0,0.6,3690,260,70,5,0.2,0.01,5872,111,0.32,16351,501,309,9,0.27,0.01,0,1,1,1,56,40,89,1,4,0,0,0,1,1,4,0.47909,0.07962,Upper Mississippi
1058,1016,WI00195,MOOSE LAKE 1,GOODRICH,Moose Lake,WI,46.03304,-91.07611,Sawyer,WEST FORK CHIPPEWA,R,1925,90,13,23,3770,27500,12500,27500,1197897250,1560.009859,67954029.44,2.437515404,6313141.496,6.313141496,225,582.74775,144000,6273000000,184106.9209,56.11578948,34.86874617,6.300241641,17.62805326,3.639510295,4.06801229,13,1.356004097,428.791,92.30710897,0.189514392,0.409452378,544498750,15418500,15.4185,6.313,.,7.05E+12,18198,7050001,1.44,2,7050001023,18910,8,88,12,1,3.9,44.7,0,0,0,0,30,4.9,14.5,0,0.4,0.4,0.7,0,0.5,32535,2848,60,5,0.17,0.02,51292,95,0.27,119346,3557,220,7,0.31,0.01,1,3,1,1,62,34,87,1,4,0,0,0,1,1,3,0.53385,0.11901,Upper Mississippi
1059,1017,WI00211,REST LAKE, ,Rest Lake,WI,46.13853,-89.88539,Vilas,MANITOWISH R,R,1925,90,10,25,7570,68000,32000,68000,2962073200,655.4579514,28551748.36,1.024153049,2652546.565,2.652546565,243,629.36757,155520,6774840000,46888.96223,14.29175569,8.880488113,2.475420404,103.7440216,0.36207913,31.12320649,10,10.37440216,253.06,237.2692248,1.720648555,0.067201803,1393916800,39471360,39.47136,2.653,.,7.05E+12,20483,7050002,1.13,2,7050002017,21221,8,82,16,2,16.5,16,0.1,0,0,0.1,37.4,14.3,13.6,0,0.1,0.6,1.2,0,0.2,48363,4299,64,6,0.18,0.02,71197,94,0.27,125341,1792,166,2,0.55,0.01,3,12,0,0,54,41,84,0,1,0,0,0,0,1,2,0.36599,0.03059,Upper Mississippi
1060,1018,WI00217,TOTAGATIC WILDLIFE, ,Totagatic Flowage,WI,46.13008,-91.55761,Washburn,TOTAGATIC,RO,1952,63,7,9,6300,2870,1636,2870,125016913,453.4594105,19752691.92,0.708530329,1835086.75,1.83508675,67,173.52933,42880,1867960000,65566.41532,19.98464339,12.41788566,4.161625485,6.329107622,9.903324086,2.712474695,7,0.904158232,98.4346,94.56193654,0.126204484,0.909371184,71263996.4,2017973.28,2.01797328,1.835,.,7.03E+12,20478,7030002,0.97,1,7030002022,21216,8,95,4,0,6.6,13.7,0,0,0,0.2,68.5,2.2,7.2,0,0.7,0.3,0.7,0,0,10659,829,58,4,0.17,0.01,17703,96,0.29,38091,1098,206,6,0.44,0.01,2,4,1,1,53,43,92,0,0,0,0,0,2,1,2,0.621,0.31028,Upper Mississippi
1061,1019,WI00222,OKAUCHEE LAKE,UPPER OCONOMOWOC,Okauchee Lake 85,WI,43.11189,-88.44955,Waukesha,OCONOMOWOC,R,1961,54,12,18,1589,15000,11000,15000,653398500,1222.805114,53265390.77,1.910632991,4948521.104,4.948521104,80.7,209.012193,51648,2249916000,102157.8587,31.13771533,19.34808549,3.948607096,12.2668489,2.294890386,3.066712224,12,1.022237408,.,42.23731108,0.148955281,0.364712484,479158900,13568280,13.56828,4.949,.,7.09E+12,.,.,.,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Upper Mississippi
1062,1020,WI00240,BOLGER, ,Red Cedar Lake,WI,45.56364,-91.54978,Barron,HEMLOCK,R,.,.,7,16,1295,700,390,700,30491930,2278.167656,99236983.1,3.559636963,9219425.56,9.21942556,26,67.33974,16640,724880000,154627.9641,47.13060344,29.28560862,4.378707756,0.307263775,97.9729717,0.131684475,7,0.043894825,35.1265,7.304115637,0.002733506,19.16492583,16988361,481057.2,0.4810572,9.219,.,7.05E+12,18320,7050007,0.62,1,7050007016,19033,8,28,66,6,6.7,2.7,0.1,0.1,0,0.2,70.8,0.7,3.4,0,0.3,8.4,6.6,0,0,25446,2509,59,6,0.21,0.02,45542,106,0.37,69957,857,163,2,2.29,0.03,4,7,14,12,40,29,42,0,0,0,0,0,0,14,39,0.30695,0.0293,Upper Mississippi
1063,1021,WI00253,FOX LAKE, ,Fox Lake,WI,43.55954,-88.91979,Dodge,BEAVERDAM,R,1931,84,9,16,1280,22000,14400,22000,958317800,2669.983473,116304480.1,4.171849177,10805049.32,10.80504932,52,134.67948,33280,1449760000,96907.94792,29.53754253,18.35378389,2.534871066,8.239732461,1.662952161,2.746577487,9,0.915525829,.,12.46449663,0.067711173,0.608320076,627262560,17762112,17.762112,10.805,.,7.09E+12,.,.,.,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Upper Mississippi
1064,1022,WI00254,HUSTISFORD, ,ND,WI,43.34601,-88.59858,Dodge,ROCK,R,1939,76,7,11,6760,18700,13000,18700,814570130,2004.483473,87315300.09,3.132005427,8111863.988,8.111863988,509,1318.30491,325760,14190920000,129521.5225,39.47816005,24.53059923,3.910132412,9.329065228,2.461962531,3.998170812,7,1.332723604,242.588,162.5156826,0.088478633,0.505877305,566278700,16035240,16.03524,8.112,.,7.09E+12,19161,7090001,0.89,3,7090001031,19882,7,99,0,1,2.1,11,0.2,0.6,0.4,0.1,5.7,0.2,0,0,0.5,31.5,47.6,0,0,27505,5620,20,4,0.1,0.02,56371,41,0.21,1093688,51448,790,37,5.11,0.26,7,8,54,29,14,1,1,0,0,0,0,0,0,25,61,0.51136,0.17639,Upper Mississippi
1065,1023,WI00263,ROME, ,Rome Pond 114,WI,42.98183,-88.62795,Jefferson,BARK,R,1914,101,10,11,1700,2940,829,2940,128066106,447.8825496,19509763.86,0.699816484,1812517.974,1.812517974,114,295.25886,72960,3178320000,80138.90175,24.42633725,15.17782716,5.118139033,6.564205847,23.88755535,1.969261754,10,0.656420585,46.532,162.8998497,0.131704809,1.77253851,36111157.1,1022554.92,1.02255492,1.813,.,7.09E+12,19152,7090001,0.7,1,7090001022,19873,7,50,49,1,0.2,6.8,0,0.2,0,0,13.2,0.9,0.3,0,0.6,29.7,48,0,0,4011,573,37,5,0.19,0.03,8483,79,0.4,74601,6076,691,56,1.81,0.16,6,8,53,28,18,2,3,0,0,0,0,0,0,21,61,0.65037,0.43175,Upper Mississippi
1066,1024,WI00266,MAUSTON, ,Decorah Lake,WI,43.79709,-90.06965,Juneau,LEMONWEIR,R,1919,96,9,14,6135,2200,1200,2200,95831780,294.8678843,12844445.04,0.460731069,1193289.046,1.193289046,569,1473.70431,364160,15863720000,63224.41917,19.27080296,11.97432564,4.976475554,7.460951385,13.01926457,2.486983795,9,0.828994598,398.014,1234.99377,0.184493889,0.806180512,52271880,1480176,1.480176,1.193,.,7.07E+12,18608,7070003,1.39,2,7070003056,19322,7,73,26,1,2.8,16.5,0.2,0.4,0.1,0.8,33.6,2.3,3.9,0,0.3,20.6,18.4,0,0.1,44968,8262,34,6,0.14,0.03,85869,64,0.26,575365,36532,429,27,1.64,0.11,8,15,37,25,24,9,11,0,0,0,0,0,0,22,49,0.80527,0.70907,Upper Mississippi
1067,1025,WI00282,MAPLE LAKE, ,ND,WI,45.80705,-89.16305,Oneida,OUTLET TO TOWN LINE LAKE,R,1941,74,7,12,170,1330,900,1330,57934667,8018.00428,349264266.5,12.52813169,32447740.8,32.4477408,1,2.58999,640,27880000,618232.7759,188.4373501,117.0895784,9.331890785,0.165876308,169.7431928,0.071089846,7,0.023696615,.,0.079820361,0.000786598,29.22872307,39203910,1110132,1.110132,32.448,.,7.07E+12,.,.,.,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Upper Mississippi
1068,1026,WI00299,ISLAND LAKE, ,ND,WI,45.32055,-91.37042,Rusk,SWIFT CREEK,R,1945,70,4,11,385,10200,6500,10200,444310980,1241.392407,54075053.23,1.939675635,5023741.275,5.023741275,29.3,75.886707,18752,816884000,113883.6409,34.71173375,21.56887829,4.368753738,8.216561121,4.329431147,6.162420841,4,2.05414028,.,15.10561842,0.099023224,0.6265876,283139350,8017620,8.01762,5.024,.,7.05E+12,.,.,.,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Upper Mississippi
1069,1027,WI00304,FISHTRAP LAKE, ,Fishtrap Lake,WI,45.95005,-90.94542,Sawyer,FISHTRAP CREEK,R,1970,45,7,12,300,1300,500,1300,56627870,262.7777633,11446599.37,0.410590255,1063424.819,1.063424819,14.6,37.813854,9344,407048000,47663.2592,14.5277614,9.027135313,3.974112836,4.947134794,23.55573079,2.120200626,7,0.706733542,.,35.55856433,0.129586855,1.724267631,21779950,616740,0.61674,1.063,.,7.05E+12,.,.,.,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Upper Mississippi
1070,1028,WI00307,DEER CREEK, ,Deer Lake,WI,45.63926,-91.39912,Sawyer,DEER CREEK,R,1960,55,10,14,850,4000,2540,4000,174239600,419.8202661,18287370.79,0.655969166,1698953.842,1.698953842,10,25.8999,6400,278800000,53589.75847,16.33415838,10.14957872,3.535093163,9.527864994,5.213518676,2.858359498,10,0.952786499,.,15.24461899,0.19745376,0.542270215,110642146,3133039.2,3.1330392,1.699,.,7.05E+12,.,.,.,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Upper Mississippi
1071,1029,WI00308,CALLAHAN LAKE, ,ND,WI,45.992,-91.22654,Sawyer,NORTH FORK CHIEF RIVER,R,1938,77,3.1,15,600,6300,3400,6300,274427370,602.3874764,26239998.47,0.941230432,2437777.783,2.437777783,22,56.97978,14080,613360000,105450.0297,32.14116904,19.97160292,5.807102646,10.45836075,7.6639143,10.12099427,3.1,3.373664757,100.028,23.3736599,0.180936908,0.581276928,148103660,4193832,4.193832,2.438,.,7.05E+12,20424,7050001,0.98,1,7050001037,21162,8,87,12,1,12.8,16.9,0,0,0,0,36.3,12.5,14.1,0,0.3,3.7,2.9,0,0.4,4111,305,64,5,0.19,0.01,6766,106,0.32,19978,448,312,7,0.23,0.01,2,9,5,6,53,35,68,1,2,0,0,0,1,4,14,0.50776,0.11479,Upper Mississippi
1072,1030,WI00322,WHITEWATER LAKE, ,Whitewater Lake 70,WI,42.76877,-88.69686,Walworth,INLET TO RICE LAKE,R,1947,68,7,11,200,4300,1700,4300,187307570,625.5270392,27247957.83,0.977385999,2531420.354,2.531420354,70,181.2993,44800,1951600000,66507.87581,20.27160055,12.59619263,3.59418806,6.874187459,9.667340297,2.94608034,7,0.98202678,62.3354,71.61960585,0.116707789,1.20721114,74051830,2096916,2.096916,2.531,.,7.09E+12,19149,7090001,0.8,1,7090001019,19870,7,60,39,1,1.9,2.2,0.4,1,0.8,0.3,17.8,2.1,0.1,0,1.1,20.1,52.2,0,0,8635,1405,36,6,0.18,0.03,18306,77,0.38,198690,13254,838,56,3.58,0.25,17,28,53,26,15,2,4,0,0,0,0,0,0,13,42,0.66823,0.44023,Upper Mississippi
1073,1031,WI00325,LONG LAKE, ,Long Lake,WI,45.66801,-91.68066,Washburn,BRILL,R,1913,102,7,15,2660,35000,15000,35000,1524596500,3479.292305,151557972.8,5.436394227,14080208.86,14.08020886,82,212.37918,52480,2286160000,232867.2133,70.9779266,44.10365299,5.335973343,10.05949388,3.836188486,4.311211663,7,1.437070554,.,15.08352716,0.072415609,0.761001873,653398500,18502200,18.5022,14.08,.,7.05E+12,.,.,.,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Upper Mississippi
1074,1032,WI00422,AMACOY, ,Amacoy Lake,WI,45.40437,-91.30396,Rusk,TR CHIPPEWA,CR,1967,48,3,20,740,5400,600,5400,235223460,282.6850771,12313761.96,0.441695433,1143986.931,1.143986931,5.3,13.726947,3392,147764000,21922.05501,6.681842367,4.151905687,1.76230302,19.10248556,9.02844306,19.10248556,3,6.367495186,.,11.99921847,0.482436271,1.545744467,26135940,740088,0.740088,1.144,.,7.05E+12,.,.,.,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Upper Mississippi
1075,1033,WI00504,SAINT CROIX, ,Saint Croix Flowage,WI,46.25404,-91.92727,Douglas,SAINT CROIX,R,1936,79,8,15,8175,18000,12000,18000,784078200,2248.018776,97923697.9,3.512529338,9097417.265,9.097417265,282,730.37718,180480,7862160000,191070.6666,58.23833917,36.18763782,5.446842471,8.007032178,3.934555024,3.002637067,8,1.000879022,72.9828,80.28402694,0.07170891,0.614617266,522718800,14801760,14.80176,9.097,.,7.03E+12,20516,7030001,0.85,1,7030001029,21254,8,36,59,5,4.2,3.7,0,0.1,0,0.4,39.1,24.3,18.2,0,0.2,1.7,1.7,0,6.5,46909,5290,59,7,0.17,0.02,76019,96,0.27,154990,3027,195,4,2.39,0.05,3,8,0,1,45,39,63,12,24,0,0,0,0,1,4,0.32922,0.03449,Upper Mississippi
1076,1034,WI00523,MIDDLE EAU CLAIRE LAKE, ,Middle Eau Claire Lake,WI,46.28701,-91.54484,Bayfield,EAU CLAIRE,R,1939,76,16,16,275,6000,4000,6000,261359400,830.1541041,36161512.77,1.297115788,3359517.438,3.359517438,57,147.62943,36480,1589160000,41618.66693,12.68536968,7.882325805,1.952358508,7.227557145,2.571052972,1.355166965,16,0.451722322,72.9828,43.94364832,0.106515715,0.680902292,174239600,4933920,4.93392,3.36,.,7.03E+12,20516,7030001,0.85,1,7030001029,21254,8,36,59,5,4.2,3.7,0,0.1,0,0.4,39.1,24.3,18.2,0,0.2,1.7,1.7,0,6.5,46909,5290,59,7,0.17,0.02,76019,96,0.27,154990,3027,195,4,2.39,0.05,3,8,0,1,45,39,63,12,24,0,0,0,0,1,4,0.32922,0.03449,Upper Mississippi
1077,1035,WI00616,WEBB LAKE, ,Webb Lake,WI,46.05072,-92.11784,Burnett,WEBB CREEK,R,1941,74,7,7,1260,2375,2300,2375,103454762.5,756.1812698,32939256.11,1.181533234,3060159.734,3.060159734,18,46.61982,11520,501840000,44482.81983,13.55836348,8.424779178,2.186402502,3.140774101,4.779113277,1.346046043,7,0.448682014,.,15.2344424,0.048498159,1.078658942,100187770,2837004,2.837004,3.06,.,7.03E+12,.,.,.,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Upper Mississippi
1078,1036,WI00618,LAKE OF THE FALLS, ,Lake of the Falls,WI,46.15048,-90.16118,Iron,TURTLE,R,1895,120,4,12,2303,3700,1000,3700,161171630,297.1781223,12945079.01,0.464340816,1202638.256,1.202638256,136,352.23864,87040,3791680000,32640.22991,9.948742076,6.181863703,2.559148902,12.45041687,8.065588478,9.33781265,4,3.112604217,.,292.8883167,0.306674022,0.974996154,43559900,1233480,1.23348,1.203,.,7.05E+12,.,.,.,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Upper Mississippi
1079,1037,WI00621,MENDOTA LOCKS,TENNY PARK LOCKS,Lake Mendota 254,WI,43.09489,-89.37025,Dane,YAHARA RIVER,NR,1959,56,5,16,1860,160000,132000,160000,6969584000,9788.179713,426373108.3,15.2940308,39611392.95,39.61139295,254,657.85746,162560,7081520000,126057.106,38.42220591,23.87445954,1.722134745,16.34620914,0.235980573,9.807725484,5,3.269241828,.,16.60778661,0.070156449,0.243284293,5749906800,162819360,162.81936,39.612,.,7.09E+12,.,.,.,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Upper Mississippi
1080,1038,WI00626,BEAVER DAM LAKE, ,Beaver Dam Lake,WI,45.52477,-92.01614,Barron,HAY R,R,1942,73,5,11,441,12000,1000,12000,522718800,830.5575847,36179088.39,1.297746226,3361150.267,3.361150267,12,31.07988,7680,334560000,65533.93685,19.97474395,12.41173443,3.073492429,14.44809207,16.19381259,8.668855241,5,2.889618414,.,9.246800152,0.212876215,2.724932927,43559900,1233480,1.23348,3.361,.,7.05E+12,.,.,.,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Upper Mississippi
1081,1039,WI00659,DEXTERVILLE, ,Lake Dexter 210,WI,44.37815,-90.11674,Wood,YELLOW R,R,1964,51,15,27,24000,4600,1825,4600,200375540,286.3441588,12473151.56,0.447412748,1158794.722,1.158794722,210,543.8979,134400,5854800000,73675.25526,22.4562178,13.95365129,5.884753132,16.06454785,9.975659823,3.21290957,15,1.070969857,151.395,469.3652581,0.403112119,0.514767983,79496817.5,2251101,2.251101,1.159,.,7.07E+12,18604,7070003,1.16,1,7070003052,19318,7,64,34,2,0.4,3.3,0.2,0.7,0.1,0.5,27.1,1.3,3.7,0,0.6,31.7,30.5,0,0,21248,3971,39,7,0.16,0.03,37701,70,0.28,411911,48200,761,89,3.14,0.38,5,5,46,30,16,5,7,0,0,0,0,0,0,27,57,0.67477,0.50666,Upper Mississippi
